,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
488,by the applicant Mackenzie,by the applicant Jacqueline,,26389,4470
489,by the applicant's representative Graham,by the applicant's representative Lisa,,11520,15378
490,case and advocate Maciej,case and advocate David,,73,3271
491,by the applicant Pellonpää,by the applicant Caitlin,,11033,2815
492,by the applicant Oğur,by the applicant Michelle,,333,16738
493,the expert Farrows,the expert Donna,,82,29216
494,by the applicant Cadman,by the applicant Patricia,,805,30223
495,the expert Blanco,the expert Krystal,,47699,7757
496,was represented by Medenica,was represented by Alyssa,,3970,64
497,a court designated by Colonel,a court designated by Kyle,,21636,14316
498,by the applicant Edelsberg,by the applicant Todd,,3900,14377
499,by the respondent Bogdana,by the respondent Michael,,2271,3899
500,by the applicant's representative Johann,by the applicant's representative Heather,,28056,24253
501,by the respondent Webbs,by the respondent Angelica,,1443,3970
502,by the applicant Kochanowski,by the applicant Leah,,12079,31232
503,was represented by Kąkol,was represented by Regina,,349,38739
504,by the applicant Anneliese,by the applicant Sarah,,68,10490
505,case and advocate Zanker,case and advocate Katelyn,,263,77
506,by the applicant Jakobi,by the applicant Sherri,,13411,380
507,by the respondent Pantîru,by the respondent Christina,,622,33673
508,the expert Bilgin,the expert Maureen,,1655,49851
509,the expert Dr,the expert Frank,,1583,5278
510,by the respondent Evripidou,by the respondent Jacob,,280,12806
511,the expert Molny,the expert Stacey,,3281,25415
512,case and advocate Başkan,case and advocate Robert,,27541,5199
513,was represented by Noonan,was represented by Jeanette,,272,5857
514,the expert Cemil,the expert Stacie,,346,494
515,a court designated by Cotte,a court designated by Felicia,,11404,33577
516,by the applicant Dietmar,by the applicant Kristin,,3876,259
517,by the applicant's representative Karaarslan,by the applicant's representative Gregory,,9620,20653
518,was represented by Zoilo,was represented by Ricardo,,78,38847
519,by the applicant PK,by the applicant Larry,,29673,13633
520,case and advocate Nicolas,case and advocate Katherine,,29737,32719
521,by the respondent Muhammad,by the respondent Katrina,,15870,33251
522,case and advocate Lewis,case and advocate Allen,,10174,9659
523,by the respondent Gabl,by the respondent Kayla,,75,5031
524,by the applicant's representative Katharina,by the applicant's representative Ann,,1437,5506
525,by the applicant's representative Sicilianos,by the applicant's representative Matthew,,418,9308
526,by the applicant Andersson,by the applicant Chelsey,,1559,4397
527,by the respondent Mazgaj,by the respondent Darlene,,1228,1734
528,by the respondent Altunç,by the respondent Charles,,16175,7516
529,a court designated by Aysel,a court designated by Angelica,,741,3970
530,by the applicant's representative Vallens,by the applicant's representative Norma,,641,64
531,the expert Dergah,the expert Kevin,,993,7939
532,the expert Court,the expert Megan,,3078,27616
533,by the applicant's representative Gerichtsver,by the applicant's representative Judith,,332,39987
534,was represented by Habscheid,was represented by Richard,,312,6219
535,the expert Nina,the expert Jose,,36300,5264
536,the expert Postlmayr,the expert James,,81,3700
537,by the applicant's representative Nas,by the applicant's representative James,,22767,3700
538,by the applicant Koçak,by the applicant Jason,,461,8982
539,the expert Lustig,the expert Meghan,,328,6064
540,by the applicant's representative Wolfgang,by the applicant's representative Tyler,,48566,14886
541,case and advocate Sawyer,case and advocate Thomas,,42371,5658
542,a court designated by Oktay,a court designated by Amy,,323,14235
543,by the applicant Myjer,by the applicant Duane,,44009,1531
544,the expert Nedelec,the expert Danielle,,66,39808
545,by the applicant RIESS,by the applicant Mindy,,7597,88
546,by the respondent Kałka,by the respondent David,,4914,3271
547,was represented by Özcan,was represented by Joshua,,5171,20700
548,case and advocate Bartosiński,case and advocate Debra,,20545,430
549,by the respondent Uçma,by the respondent James,,2611,3700
550,was represented by Abed,was represented by Micheal,,276,282
551,by the applicant Hapeshi,by the applicant Lisa,,72,15378
552,by the applicant's representative Hass,by the applicant's representative Michael,,20300,3899
553,was represented by Cibicki,was represented by Jill,,72,22772
554,case and advocate Marszał,case and advocate Kimberly,,41615,48685
555,the expert CJ,the expert Kerry,,27731,15981
556,the expert Altunkalem,the expert Jocelyn,,368,6213
557,case and advocate MÜLLER,case and advocate Tanya,,1137,34183
558,by the applicant's representative Begum,by the applicant's representative Kelsey,,388,4397
559,a court designated by Lennart,a court designated by Jodi,,433,23130
560,was represented by Adrianus,was represented by Felicia,,385,33577
561,by the respondent Annino,by the respondent Carla,,2879,5031
562,the expert Tezcan,the expert Rebekah,,5171,993
563,case and advocate Norman,case and advocate James,,19636,3700
564,by the respondent Tony,by the respondent Amanda,,8832,23040
565,a court designated by prosecutor,a court designated by Kevin,,13683,7939
566,by the applicant's representative Çağdaş,by the applicant's representative Teresa,,46481,34405
567,case and advocate Arthur,case and advocate Madison,,13514,14909
568,case and advocate Betteridge,case and advocate Kendra,,3130,430
569,was represented by Higgins,was represented by Marcus,,39043,17068
570,by the applicant's representative Tomasz,by the applicant's representative Karla,,89,5031
571,by the applicant Nadarevic,by the applicant Jamie,,25531,17826
572,by the applicant Krasuski,by the applicant Daisy,,4106,40355
573,by the respondent Colombani,by the respondent Crystal,,3216,12969
574,case and advocate Koray,case and advocate Carla,,323,5031
575,case and advocate Queipo,case and advocate Veronica,,78,44498
576,the expert Rosengren,the expert Charles,,918,7516
577,by the applicant Baran,by the applicant Brandi,,272,72
578,was represented by Griffin,was represented by Christopher,,16525,12803
579,was represented by McCrory,was represented by Crystal,,652,12969
580,the expert Haug,the expert Eileen,,7493,42236
581,by the applicant Stefanelli,by the applicant Felicia,,23225,33577
582,a court designated by Barras,a court designated by Brittney,,8847,1681
583,by the respondent Wiensztal,by the respondent Paul,,39240,3362
584,by the applicant Medalen,by the applicant Audrey,,268,48498
585,a court designated by Emery,a court designated by Matthew,,88,9308
586,a court designated by Karakullukçu,a court designated by Dale,,84,20412
587,by the applicant's representative Zumtobel,by the applicant's representative Nicole,,417,25176
588,the expert Sofiika,the expert Katelyn,,9232,77
589,by the respondent Ersin,by the respondent Donna,,259,29216
590,was represented by Matravers,was represented by Michele,,690,38872
591,the expert Sobczyński,the expert Matthew,,20545,9308
592,by the applicant Prosecutions,by the applicant Jacob,,3508,12806
593,by the applicant Lewak,by the applicant Michael,,461,3899
594,the expert Bulduş,the expert Christopher,,46481,12803
595,the expert Boyert,the expert Ruben,,861,268
596,case and advocate Christie,case and advocate Michael,,16929,3899
597,was represented by William,was represented by Sean,,3977,11465
598,a court designated by Altun,a court designated by Brianna,,403,7697
599,was represented by Toman,was represented by Nichole,,272,2305
600,a court designated by Warsicka,a court designated by Brandi,,29873,72
601,a court designated by Gęsiarz,a court designated by Renee,,89,1453
602,by the respondent Pavlovschi,by the respondent Melissa,,11072,24164
603,case and advocate McFarlane,case and advocate Kendra,,49344,430
604,by the applicant Marco,by the applicant Emily,,16556,17608
605,case and advocate Abdulkadir,case and advocate Wanda,,343,5282
606,a court designated by Ersoy,a court designated by Reginald,,88,67
607,by the respondent Mesut,by the respondent Micheal,,315,282
608,the expert Tyrer,the expert Victor,,11751,12622
609,by the respondent Heinz,by the respondent Mathew,,89,6391
610,was represented by Willers,was represented by Madeline,,364,4470
611,was represented by Schürmann,was represented by Kaitlin,,9038,2815
612,case and advocate Dombek,case and advocate Alyssa,,988,64
613,case and advocate Łakomiak,case and advocate Heather,,461,24253
614,by the applicant's representative Vefa,by the applicant's representative Johnny,,64,15470
615,case and advocate Cabała,case and advocate Jordan,,64,8078
616,a court designated by Arısoy,a court designated by Michelle,,88,16738
617,case and advocate Eyl,case and advocate Renee,,2645,1453
618,a court designated by Schwarzinger,a court designated by Felicia,,3889,33577
619,by the applicant Tysebaert,by the applicant Abigail,,861,603
620,the expert Edward,the expert Charles,,10443,7516
621,by the respondent Mateos,by the respondent Stephen,,418,7970
622,case and advocate Najdecki,case and advocate Jack,,72,3619
623,by the applicant's representative Wallman,by the applicant's representative Kayla,,805,5031
624,by the respondent Derbise,by the respondent Alyssa,,786,64
625,a court designated by McKinnon,a court designated by Ruben,,45067,268
626,by the applicant Justice,by the applicant Daniel,,4796,7806
627,a court designated by Ribeiro,a court designated by Rebekah,,7058,993
628,by the respondent Crago,by the respondent Kiara,,3839,3301
629,was represented by Bänziger,was represented by Stephen,,8254,7970
630,case and advocate Bettina,case and advocate Angelica,,1437,3970
631,by the respondent Sornarajah,by the respondent Derek,,993,20893
632,was represented by Dost,was represented by Zachary,,455,560
633,by the applicant Tennyson,by the applicant Debra,,19699,430
634,was represented by Arnold,was represented by Russell,,21418,11563
635,by the applicant's representative Bundesminister,by the applicant's representative Yolanda,,1694,5282
636,by the applicant Xanthi,by the applicant Alyssa,,72,64
637,by the applicant's representative Sevil,by the applicant's representative Selena,,2991,8107
638,a court designated by Cabral,a court designated by Rodney,,1373,34895
639,by the applicant's representative Falçao,by the applicant's representative Abigail,,5488,603
640,by the respondent Oya,by the respondent Stacey,,3972,25415
641,was represented by Harrington,was represented by Raymond,,48334,24238
642,by the applicant Broderick,by the applicant Jason,,624,8982
643,was represented by Murphy,was represented by Mike,,14424,4995
644,case and advocate Pépin,case and advocate Angelica,,11635,3970
645,by the applicant's representative Dündar,by the applicant's representative George,,283,4502
646,by the respondent Arciński,by the respondent Robert,,20545,5199
647,by the applicant's representative Gradek,by the applicant's representative Carla,,74,5031
648,a court designated by The,a court designated by Amy,,383,14235
649,by the respondent François,by the respondent Walter,,50208,15819
650,by the respondent Filorinalı,by the respondent Tyler,,30102,14886
651,was represented by Ersezen,was represented by Cody,,4801,27035
652,was represented by Barreto,was represented by Steven,,78,8239
653,was represented by Pietras,was represented by Zachary,,8847,560
654,case and advocate Brown,case and advocate Michael,,4373,3899
655,a court designated by Hajduk,a court designated by Darlene,,74,1734
656,was represented by Salcedo,was represented by Carol,,78,5074
657,the expert Çıtak,the expert Garrett,,461,27540
658,by the applicant Kliza,by the applicant Tonya,,23638,64
659,by the applicant Erhan,by the applicant Caitlin,,7637,2815
660,by the applicant's representative Anatoli,by the applicant's representative Mariah,,11106,9520
661,a court designated by Lōhmus,a court designated by Anita,,14664,38992
662,by the applicant's representative Cavit,by the applicant's representative Tonya,,270,64
663,case and advocate Sheffield,case and advocate Carlos,,33496,17409
664,a court designated by Döğücü,a court designated by Devin,,9116,37081
665,by the applicant Turner,by the applicant Laura,,15406,16753
666,by the respondent Biskupska,by the respondent Karen,,4914,18678
667,a court designated by Oster,a court designated by Caitlin,,1706,2815
668,case and advocate Ochlik,case and advocate Mary,,46965,5335
669,by the applicant's representative Alan,by the applicant's representative Danielle,,12246,39808
670,case and advocate für,case and advocate Brandy,,25151,10757
671,was represented by Building,was represented by Jeffrey,,11819,19627
672,by the applicant Eren,by the applicant Caitlin,,918,2815
673,by the applicant Karakuş,by the applicant Christina,,46481,33673
674,a court designated by Picardo,a court designated by Caitlin,,13109,2815
675,a court designated by Lindley,a court designated by Carla,,1636,5031
676,was represented by Méryl,was represented by Rachael,,75,3010
677,by the applicant Imhoff,by the applicant Dominique,,36092,2350
678,by the applicant's representative Srdan,by the applicant's representative Garrett,,272,27540
679,case and advocate Abrahams,case and advocate Kristina,,82,1437
680,a court designated by Herberg,a court designated by Laura,,3900,16753
681,case and advocate Zieliński,case and advocate Karen,,20545,18678
682,by the applicant Aişe,by the applicant Pamela,,68,43341
683,was represented by Gladstone,was represented by Candice,,6440,501
684,the expert Nazif,the expert Gabrielle,,361,293
685,the expert Picasso,the expert Jeffery,,28372,1924
686,the expert Lesław,the expert Rachael,,707,3010
687,was represented by Rehfelt,was represented by Yolanda,,31985,5282
688,by the applicant Deligöz,by the applicant Keith,,89,14926
689,the expert Bessire,the expert Kaitlyn,,557,6213
690,a court designated by Monika,a court designated by Micheal,,9232,282
691,a court designated by Runa,a court designated by Jillian,,64,666
692,was represented by Ringvold,was represented by Christopher,,727,12803
693,was represented by Lawrence,was represented by Timothy,,13914,22283
694,the expert Şeyhmus,the expert Cameron,,14664,10821
695,was represented by Otegi,was represented by Tim,,12397,5045
696,by the applicant's representative Skałka,by the applicant's representative Ashley,,4914,20899
697,was represented by Luisa,was represented by Erika,,9160,28716
698,was represented by Sta,was represented by Cynthia,,44919,40897
699,by the respondent Emmerson,by the respondent Robert,,882,5199
700,by the applicant's representative Ruffieux,by the applicant's representative Stephanie,,2821,26085
701,a court designated by Şencan,a court designated by Kevin,,5171,7939
702,by the applicant's representative Stenkula,by the applicant's representative Melissa,,4712,24164
703,was represented by Ulf,was represented by Mackenzie,,1652,26389
704,by the applicant's representative Şeyho,by the applicant's representative Troy,,8873,21439
705,a court designated by Alfonso,a court designated by Sheri,,26666,72
706,by the applicant Wojciechowski,by the applicant Erin,,12079,28894
707,by the respondent Şenyılmaz,by the respondent Kathy,,1031,33726
708,by the applicant's representative Aydan,by the applicant's representative Jason,,272,8982
709,case and advocate Jerzy,case and advocate Jacqueline,,7357,4470
710,the expert Malone,the expert Megan,,40735,27616
711,was represented by Ward,was represented by Katie,,12150,24721
712,a court designated by Iacovidou,a court designated by Jennifer,,280,16348
713,case and advocate Vicky,case and advocate Sherry,,17479,563
714,a court designated by Bourbon,a court designated by Christopher,,41638,12803
715,by the applicant's representative Trabelsi,by the applicant's representative Laura,,72,16753
716,by the applicant's representative Pakkan,by the applicant's representative Marisa,,27541,9160
717,was represented by Ünsal,was represented by Eduardo,,282,13109
718,the expert Çatak,the expert James,,461,3700
719,by the applicant's representative Karakoca,by the applicant's representative Tammie,,11216,494
720,by the applicant Herwig,by the applicant Angie,,28033,494
721,by the respondent Yolcu,by the respondent Morgan,,27399,10805
722,the expert Runham,the expert Jillian,,2763,666
723,the expert Özaydin,the expert David,,25194,3271
724,by the applicant Russell,by the applicant Susan,,11563,14919
725,by the applicant Özgür,by the applicant Julie,,25151,21946
726,by the applicant's representative Karabıyık,by the applicant's representative David,,74,3271
727,a court designated by Baki,a court designated by Tricia,,8182,33577
728,a court designated by Maier,a court designated by Abigail,,959,603
729,the expert Kuczkowska,the expert Thomas,,4914,5658
730,was represented by civiles,was represented by Gail,,274,603
731,a court designated by Alain,a court designated by Stacey,,391,25415
732,by the respondent Hickman,by the respondent Matthew,,805,9308
733,by the applicant Bayır,by the applicant Katelyn,,81,77
734,by the applicant's representative Magnusson,by the applicant's representative Rachael,,261,3010
735,by the respondent Donnelly,by the respondent Carla,,6148,5031
736,the expert Mindia,the expert Jodi,,544,23130
737,by the respondent Hope,by the respondent Christina,,13408,33673
738,was represented by Karaçakıl,was represented by Nicole,,75,25176
739,was represented by Antonio,was represented by Brian,,11366,8403
740,by the respondent Babajanov,by the respondent Alison,,709,33629
741,the expert Oerder,the expert Arthur,,1082,13514
742,was represented by Yurdakul,was represented by Jeffrey,,377,19627
743,by the applicant Kamtsan,by the applicant Aaron,,272,12139
744,was represented by Ertuğrul,was represented by Jerry,,377,13075
745,by the applicant's representative Caen,by the applicant's representative Morgan,,268,10805
746,by the respondent Abduvalieva,by the respondent Amanda,,6862,23040
747,by the respondent Principal,by the respondent Benjamin,,32641,14533
748,by the applicant's representative Hans,by the applicant's representative Justin,,13071,10799
749,the expert Dunn,the expert Lance,,30833,18990
750,by the respondent Demirtürk,by the respondent James,,74,3700
751,case and advocate Nuray,case and advocate Desiree,,323,68
752,a court designated by Mladoschovitz,a court designated by Hunter,,4224,9055
753,by the applicant Helmut,by the applicant Jillian,,21973,666
754,was represented by Abrahamson,was represented by Kayla,,1559,5031
755,was represented by Lång,was represented by Jeffrey,,782,19627
756,was represented by Frazer,was represented by Leroy,,263,726
757,by the respondent Marchowski,by the respondent Jacqueline,,12079,4470
758,was represented by Zabcı,was represented by Kaitlyn,,30102,6213
759,by the applicant Pötz,by the applicant Justin,,22877,10799
760,was represented by Mangouras,was represented by Mark,,292,2940
761,by the respondent Hauser,by the respondent Alejandro,,7220,47983
762,case and advocate STILLER,case and advocate John,,1137,1757
763,was represented by Codner,was represented by Sergio,,1008,36759
764,the expert Meyrem,the expert Jacob,,2787,12806
765,by the respondent Enhorn,by the respondent Sherry,,1211,563
766,by the applicant's representative Else,by the applicant's representative Virginia,,25974,6025
767,the expert Attoff,the expert Evelyn,,2364,6213
768,by the respondent Nölkenbockhoff,by the respondent Kevin,,36092,7939
769,the expert Dursun,the expert Yolanda,,403,5282
770,by the respondent Pearman,by the respondent Andrew,,805,6858
771,a court designated by Nevzat,a court designated by Amber,,265,21896
772,by the applicant Ismet,by the applicant Joanne,,4164,21952
773,the expert SAMPAIO,the expert Mary,,9399,5335
774,by the applicant Perihan,by the applicant Kaitlyn,,272,6213
775,the expert Morey,the expert Glenda,,88,7438
776,a court designated by Cabo,a court designated by Joanna,,78,7697
777,the expert Madden,the expert Christopher,,38920,12803
778,a court designated by Türker,a court designated by Catherine,,6122,22578
779,by the applicant Claudia,by the applicant Peter,,50214,5613
780,by the applicant's representative Hajiyev,by the applicant's representative Stephanie,,1990,26085
781,by the applicant's representative Öcalan,by the applicant's representative Rebekah,,272,993
782,by the applicant Çınar,by the applicant Tiffany,,23955,40928
783,case and advocate Publicznego,case and advocate Katherine,,2188,32719
784,was represented by Martens,was represented by Eileen,,641,42236
785,a court designated by Çalışkan,a court designated by Deborah,,27541,36976
786,by the respondent Alican,by the respondent Marissa,,272,13808
787,was represented by Kankılıç,was represented by Kylie,,16175,494
788,by the applicant's representative Downes,by the applicant's representative Bridget,,274,17484
789,by the applicant Serkis,by the applicant Kimberly,,271,48685
790,the expert Teitgen,the expert James,,5235,3700
791,case and advocate Deiwick,case and advocate Jean,,624,11320
792,a court designated by Savcı,a court designated by Yvonne,,30102,710
793,was represented by Ejder,was represented by Jerry,,1082,13075
794,case and advocate Adam,case and advocate Jonathan,,7244,11232
795,by the applicant Kirk,by the applicant Curtis,,13855,25157
796,case and advocate Necmettin,case and advocate Melinda,,259,22261
797,the expert Clerk,the expert Alexander,,39905,10009
798,a court designated by Schoepfer,a court designated by Jessica,,2232,17352
799,by the applicant's representative Aziz,by the applicant's representative Tracey,,528,25415
800,by the applicant Ruprecht,by the applicant Corey,,21474,24154
801,the expert Tetik,the expert Colton,,1134,1122
802,the expert Irmgard,the expert Cheyenne,,446,29727
803,a court designated by Trowler,a court designated by Zachary,,1754,560
804,by the respondent Felicja,by the respondent Danielle,,6592,39808
805,by the respondent Ekbatani,by the respondent Patricia,,3216,30223
806,by the respondent Leach,by the respondent Shawna,,620,64
807,a court designated by Tamar,a court designated by Jennifer,,283,16348
808,a court designated by Cadıroğlu,a court designated by Lisa,,2290,15378
809,a court designated by Kreuz,a court designated by Tamara,,10277,3301
810,by the respondent Siev,by the respondent Latasha,,11203,14715
811,by the applicant Garlicki,by the applicant John,,72,1757
812,by the applicant's representative Siałkowska,by the applicant's representative Carl,,4914,8124
813,case and advocate Mürsel,case and advocate Chad,,741,19800
814,a court designated by Bosch,a court designated by Zachary,,354,560
815,by the applicant Debrulle,by the applicant George,,293,4502
816,a court designated by LINKE,a court designated by Diane,,7336,26542
817,was represented by Ireneusz,was represented by Nicholas,,89,20320
818,a court designated by Hambura,a court designated by Christopher,,5330,12803
819,case and advocate Lesley,case and advocate Kristin,,1636,259
820,a court designated by Kuris,a court designated by Collin,,271,259
821,by the applicant's representative özaydın,by the applicant's representative Justin,,77,10799
822,a court designated by Farmer,a court designated by Charles,,37755,7516
823,a court designated by Ramanlı,a court designated by Jerry,,30102,13075
824,by the respondent Kumenda,by the respondent Mathew,,7438,6391
825,case and advocate Renevey,case and advocate Carl,,3304,8124
826,a court designated by Garbade,a court designated by Linda,,671,21776
827,by the respondent Coyle,by the respondent Evelyn,,19802,6213
828,by the applicant Duman,by the applicant Debra,,3778,430
829,the expert Rangelov,the expert Derrick,,709,32979
830,by the applicant's representative Dolniak,by the applicant's representative Michael,,461,3899
831,was represented by Lecomte,was represented by Michael,,660,3899
832,case and advocate Nigar,case and advocate Sherry,,283,563
833,the expert Baskin,the expert Thomas,,259,5658
834,by the applicant's representative parents,by the applicant's representative Kathryn,,3397,48674
835,the expert Ludwig,the expert James,,44476,3700
836,by the respondent Murray,by the respondent Andrea,,12164,23174
837,a court designated by Yalçı,a court designated by Stacy,,30102,49523
838,was represented by Bindman,was represented by Louis,,805,5593
839,was represented by Kalicki,was represented by Adrienne,,72,710
840,by the applicant Geneviève,by the applicant David,,303,3271
841,case and advocate Erwin,case and advocate Erika,,5404,28716
842,a court designated by Dominique,a court designated by Cheryl,,2350,37958
843,by the applicant's representative Terry,by the applicant's representative Joshua,,14286,20700
844,the expert MELCHIOR,the expert Frederick,,41254,26113
845,was represented by Russo,was represented by Adam,,46855,7244
846,was represented by Blasco,was represented by Michael,,1073,3899
847,by the applicant's representative Almond,by the applicant's representative Micheal,,6327,282
848,case and advocate Abdel,case and advocate Richard,,38758,6219
849,by the applicant's representative Trevor,by the applicant's representative Nathan,,25389,18106
850,by the respondent Agustín,by the respondent Briana,,39588,2271
851,by the applicant's representative foreperson,by the applicant's representative Jeremy,,6259,11753
852,was represented by Mulholland,was represented by James,,392,3700
853,by the applicant Beard,by the applicant Donna,,41698,29216
854,by the applicant Koppi,by the applicant Phillip,,72,29470
855,case and advocate Ordorika,case and advocate Betty,,9232,29504
856,the expert Allan,the expert Chase,,31908,16346
857,a court designated by Hellner,a court designated by Zachary,,1008,560
858,case and advocate Morris,case and advocate Juan,,14433,16852
859,by the respondent Ioulia,by the respondent Abigail,,544,603
860,was represented by Malik,was represented by Maurice,,31745,32839
861,case and advocate Prean,case and advocate Briana,,272,2271
862,by the applicant's representative Furman,by the applicant's representative Tricia,,805,33577
863,a court designated by Woliński,a court designated by Jenna,,20545,45377
864,a court designated by Guzek,a court designated by Stacy,,43130,49523
865,the expert Atilla,the expert Caleb,,5049,40777
866,by the applicant's representative Klenell,by the applicant's representative Mary,,695,5335
867,a court designated by Jardin,a court designated by Stephanie,,259,26085
868,by the respondent Karadayı,by the respondent Adriana,,30102,2271
869,by the respondent Mork,by the respondent Zachary,,967,560
870,by the applicant HAINES,by the applicant Elizabeth,,1546,10674
871,the expert Vogel,the expert Jacqueline,,417,4470
872,by the respondent Pekkanen,by the respondent Debbie,,268,31311
873,a court designated by Arnaldo,a court designated by Ryan,,41476,6047
874,a court designated by Kingshill,a court designated by Jacqueline,,12639,4470
875,a court designated by Cieślak,a court designated by Adam,,461,7244
876,by the applicant Reiner,by the applicant Tricia,,7274,33577
877,case and advocate Steel,case and advocate Ashley,,7851,20899
878,was represented by Çağlar,was represented by Matthew,,21681,9308
879,by the applicant's representative Subaşi,by the applicant's representative Linda,,72,21776
880,the expert İzzettin,the expert Jeffrey,,259,19627
881,a court designated by Mifsud,a court designated by Jamie,,463,17826
882,was represented by Unutmaz,was represented by Michael,,1031,3899
883,by the respondent Akmeşe,by the respondent George,,68,4502
884,the expert Philemon,the expert Jack,,2144,3619
885,the expert Koczorowska,the expert Chloe,,4914,29476
886,by the respondent Geer,by the respondent Chelsey,,263,4397
887,by the applicant's representative Santiago,by the applicant's representative Faith,,34802,16463
888,was represented by Malmlöf,was represented by Margaret,,69,19579
889,was represented by Burçe,was represented by Amy,,68,14235
890,by the respondent Melikoff,by the respondent Rita,,2364,42605
891,by the applicant Roberts,by the applicant Scott,,10918,4746
892,the expert Donat,the expert Gary,,265,10936
893,by the applicant's representative Kuş,by the applicant's representative Zachary,,46481,560
894,case and advocate Karakurt,case and advocate Daniel,,3325,7806
895,by the applicant Igor,by the applicant Teresa,,46157,34405
896,a court designated by Stock,a court designated by Sylvia,,10500,45425
897,by the applicant Olesiński,by the applicant Eric,,20545,7651
898,by the respondent Jörundsson,by the respondent Sharon,,16528,26918
899,by the applicant's representative Jelena,by the applicant's representative Jennifer,,8107,16348
900,case and advocate Tanrıkulu,case and advocate Mary,,15712,5335
901,a court designated by Mucha,a court designated by Jason,,64,8982
902,by the applicant Steele,by the applicant Jennifer,,28549,16348
903,case and advocate Luan,case and advocate Rhonda,,272,13533
904,was represented by Suruç,was represented by Andres,,16175,411
905,a court designated by Simcock,a court designated by Sarah,,21517,10490
906,by the applicant's representative Marecki,by the applicant's representative Mathew,,49108,6391
907,by the applicant's representative Kubiszyn,by the applicant's representative Diane,,2047,26542
908,a court designated by Patrick,a court designated by Brian,,9925,8403
909,by the respondent Panţîru,by the respondent Kathy,,622,33726
910,by the applicant's representative Soneji,by the applicant's representative Brian,,7285,8403
911,the expert Çatal,the expert Yvonne,,10254,710
912,a court designated by Zaleski,a court designated by Jocelyn,,4106,6213
913,a court designated by Ateşoğlu,a court designated by Rebecca,,2290,23489
914,was represented by Bolesław,was represented by Taylor,,707,8121
915,the expert Münür,the expert Patricia,,25151,30223
916,case and advocate Bilgen,case and advocate Vickie,,5235,494
917,by the applicant's representative Rambauske,by the applicant's representative James,,365,3700
918,by the applicant's representative Yağmur,by the applicant's representative Joshua,,28582,20700
919,by the applicant Prince,by the applicant Matthew,,9005,9308
920,by the applicant Okur,by the applicant Caitlin,,333,2815
921,was represented by Aboushanif,was represented by David,,361,3271
922,a court designated by Demirhan,a court designated by Bianca,,7637,6888
923,by the respondent Sir,by the respondent Wesley,,7361,28634
924,by the applicant Öngün,by the applicant Amber,,77,21896
925,was represented by Gertrude,was represented by Jennifer,,2507,16348
926,by the applicant's representative Varol,by the applicant's representative Toni,,349,14651
927,a court designated by Bromley,a court designated by Melinda,,1636,22261
928,the expert Frowein,the expert Deanna,,259,7697
929,a court designated by Raisa,a court designated by Tristan,,9160,4103
930,a court designated by Iwona,a court designated by Jodi,,4450,23130
931,by the applicant Orlikowska,by the applicant Timothy,,4914,22283
932,by the respondent Granberg,by the respondent Jody,,3900,1118
933,a court designated by apparatus,a court designated by Lawrence,,21152,13914
934,the expert Wojdyło,the expert Kenneth,,78,23632
935,was represented by Evans,was represented by Katherine,,13922,32719
936,by the applicant Tendik,by the applicant Paula,,1134,36025
937,a court designated by Stuart,a court designated by Carlos,,22559,17409
938,the expert Tuan,the expert Jeffery,,7258,1924
939,the expert Ayboğa,the expert Selena,,64,8107
940,the expert Cantillon,the expert Deanna,,23027,7697
941,by the respondent Altınoluk,by the respondent Melanie,,2724,49872
942,by the applicant's representative de,by the applicant's representative Peter,,390,5613
943,case and advocate Enterría,case and advocate Robert,,29690,5199
944,case and advocate Vesile,case and advocate Hailey,,576,9618
945,by the applicant Aygan,by the applicant Sherry,,1030,563
946,by the applicant Serçinoğlu,by the applicant Jennifer,,2290,16348
947,by the respondent President,by the respondent Rachel,,1992,15984
948,was represented by Christopher,was represented by Beverly,,12803,30633
949,a court designated by JA,a court designated by David,,41722,3271
950,by the applicant Birol,by the applicant Jaclyn,,3225,6213
951,case and advocate Janosevic,case and advocate Tyler,,25531,14886
952,by the applicant assessor,by the applicant Kendra,,273,430
953,a court designated by Philip,a court designated by Judy,,14576,26395
954,by the respondent Nurten,by the respondent Tonya,,1452,64
955,the expert Sıddık,the expert Jodi,,74,23130
956,was represented by Kovler,was represented by Brandy,,1754,10757
957,by the applicant's representative Ulufer,by the applicant's representative Matthew,,2232,9308
958,was represented by Şahin,was represented by Zachary,,259,560
959,case and advocate Calış,case and advocate Samantha,,46481,34778
960,a court designated by Tabor,a court designated by Michael,,4820,3899
961,by the applicant Cécile,by the applicant Timothy,,576,22283
962,case and advocate Dinç,case and advocate Melissa,,16175,24164
963,case and advocate Oskar,case and advocate Kaitlyn,,283,6213
964,case and advocate Nafalska,case and advocate Kevin,,4914,7939
965,case and advocate Karakaya,case and advocate Jennifer,,11729,16348
966,by the respondent Erdagöz,by the respondent Michael,,89,3899
967,by the applicant Fikret,by the applicant Brian,,1186,8403
968,the expert Necip,the expert Brian,,541,8403
969,the expert Ridruejo,the expert Heather,,7639,24253
970,by the respondent Drabek,by the respondent Jason,,988,8982
971,was represented by Kalan,was represented by Brianna,,272,7697
972,by the applicant's representative Hager,by the applicant's representative Zachary,,3536,560
973,the expert Şadiye,the expert Eric,,5948,7651
974,a court designated by Merger,a court designated by Toni,,1362,14651
975,by the respondent Reich,by the respondent Anthony,,24560,9953
976,by the respondent family,by the respondent Jennifer,,1641,16348
