,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
484,the expert Battenstein,the expert Monique,,37975,2350
485,by the respondent Esnekier,by the respondent Katherine,,959,32719
486,was represented by Edgar,was represented by John,,29166,1757
487,by the applicant's representative Grieves,by the applicant's representative Lauren,,1158,25672
488,the expert Minister,the expert Trevor,,4139,25389
489,by the respondent Mackenzie,by the respondent Jasmine,,26389,3810
490,a court designated by Graham,a court designated by Carlos,,11520,17409
491,a court designated by Maciej,a court designated by Ashley,,73,20899
492,the expert Pellonpää,the expert Jordan,,11033,8078
493,was represented by Oğur,was represented by Sarah,,333,10490
494,the expert Farrows,the expert Carolyn,,82,43450
495,was represented by Cadman,was represented by Krista,,805,64
496,by the applicant Blanco,by the applicant Rickey,,47699,2539
497,by the respondent Medenica,by the respondent Kaitlyn,,3970,6213
498,case and advocate Colonel,case and advocate Lisa,,21636,15378
499,by the respondent Edelsberg,by the respondent John,,3900,1757
500,by the applicant Bogdana,by the applicant Jermaine,,2271,5718
501,a court designated by Johann,a court designated by Joseph,,28056,7212
502,by the applicant Webbs,by the applicant Kelsey,,1443,4397
503,case and advocate Kochanowski,case and advocate Yolanda,,12079,5282
504,by the applicant's representative Kąkol,by the applicant's representative Kristina,,349,1437
505,case and advocate Anneliese,case and advocate Stephanie,,68,26085
506,was represented by Zanker,was represented by Darlene,,263,1734
507,the expert Jakobi,the expert Brandi,,13411,72
508,case and advocate Pantîru,case and advocate Kristy,,622,88
509,by the applicant Bilgin,by the applicant Zachary,,1655,560
510,by the applicant's representative Dr,by the applicant's representative Michelle,,1583,16738
511,by the respondent Evripidou,by the respondent Lorraine,,280,23440
512,was represented by Molny,was represented by Mackenzie,,3281,26389
513,by the applicant Başkan,by the applicant Luke,,27541,11336
514,the expert Noonan,the expert Nichole,,272,2305
515,was represented by Cemil,was represented by Seth,,346,20194
516,by the applicant's representative Cotte,by the applicant's representative Nathaniel,,11404,49536
517,was represented by Dietmar,was represented by Jesse,,3876,18033
518,the expert Karaarslan,the expert Mitchell,,9620,14526
519,was represented by Zoilo,was represented by Stephanie,,78,26085
520,a court designated by PK,a court designated by Diane,,29673,26542
521,case and advocate Nicolas,case and advocate Brenda,,29737,49495
522,case and advocate Muhammad,case and advocate Rebecca,,15870,23489
523,by the respondent Lewis,by the respondent Dennis,,10174,16902
524,by the respondent Gabl,by the respondent Tamara,,75,3301
525,a court designated by Katharina,a court designated by Alan,,1437,12246
526,a court designated by Sicilianos,a court designated by Rachael,,418,3010
527,case and advocate Andersson,case and advocate Jillian,,1559,666
528,case and advocate Mazgaj,case and advocate Thomas,,1228,5658
529,by the applicant Altunç,by the applicant Priscilla,,16175,5049
530,was represented by Aysel,was represented by Debra,,741,430
531,by the applicant's representative Vallens,by the applicant's representative Zachary,,641,560
532,case and advocate Dergah,case and advocate Sheila,,993,49627
533,case and advocate Court,case and advocate Luis,,3078,20894
534,case and advocate Gerichtsver,case and advocate Renee,,332,1453
535,a court designated by Habscheid,a court designated by Katelyn,,312,77
536,case and advocate Nina,case and advocate Carrie,,36300,32462
537,by the applicant Postlmayr,by the applicant Teresa,,81,34405
538,was represented by Nas,was represented by Hannah,,22767,26013
539,the expert Koçak,the expert Manuel,,461,25995
540,the expert Lustig,the expert Brandy,,328,10757
541,by the respondent Wolfgang,by the respondent Willie,,48566,28623
542,by the applicant's representative Sawyer,by the applicant's representative Emily,,42371,17608
543,a court designated by Oktay,a court designated by Troy,,323,21439
544,by the applicant's representative Myjer,by the applicant's representative Kiara,,44009,3301
545,by the applicant's representative Nedelec,by the applicant's representative Rebekah,,66,993
546,was represented by RIESS,was represented by Jeffery,,7597,1924
547,by the respondent Kałka,by the respondent Scott,,4914,4746
548,by the respondent Özcan,by the respondent Ernest,,5171,34705
549,case and advocate Bartosiński,case and advocate Jose,,20545,5264
550,by the applicant's representative Uçma,by the applicant's representative Alyssa,,2611,64
551,by the applicant's representative Abed,by the applicant's representative Rhonda,,276,13533
552,a court designated by Hapeshi,a court designated by Justin,,72,10799
553,the expert Hass,the expert Brian,,20300,8403
554,a court designated by Cibicki,a court designated by Kristin,,72,259
555,by the respondent Marszał,by the respondent Robert,,41615,5199
556,by the applicant's representative CJ,by the applicant's representative Nicole,,27731,25176
557,was represented by Altunkalem,was represented by Jordan,,368,8078
558,a court designated by MÜLLER,a court designated by Andrea,,1137,23174
559,case and advocate Begum,case and advocate Kristina,,388,1437
560,was represented by Lennart,was represented by Eric,,433,7651
561,was represented by Adrianus,was represented by Jeffery,,385,1924
562,case and advocate Annino,case and advocate Debra,,2879,430
563,case and advocate Tezcan,case and advocate Matthew,,5171,9308
564,by the applicant Norman,by the applicant Joseph,,19636,7212
565,the expert Tony,the expert Ryan,,8832,6047
566,by the applicant prosecutor,by the applicant Lindsey,,13683,30334
567,a court designated by Çağdaş,a court designated by Mia,,46481,32189
568,the expert Arthur,the expert Ashley,,13514,20899
569,case and advocate Betteridge,case and advocate Kaylee,,3130,7197
570,by the applicant Higgins,by the applicant Lindsey,,39043,30334
571,by the applicant Tomasz,by the applicant Rhonda,,89,13533
572,was represented by Nadarevic,was represented by Ryan,,25531,6047
573,by the applicant's representative Krasuski,by the applicant's representative Tony,,4106,8832
574,by the respondent Colombani,by the respondent Bethany,,3216,1092
575,a court designated by Koray,a court designated by Tricia,,323,33577
576,by the applicant Queipo,by the applicant Christopher,,78,12803
577,by the applicant's representative Rosengren,by the applicant's representative Jennifer,,918,16348
578,by the applicant Baran,by the applicant Zachary,,272,560
579,case and advocate Griffin,case and advocate Christopher,,16525,12803
580,case and advocate McCrory,case and advocate Thomas,,652,5658
581,by the applicant's representative Haug,by the applicant's representative Debra,,7493,430
582,was represented by Stefanelli,was represented by Jillian,,23225,666
583,case and advocate Barras,case and advocate Carla,,8847,5031
584,was represented by Wiensztal,was represented by Maria,,39240,14200
585,by the applicant Medalen,by the applicant Zachary,,268,560
586,by the applicant's representative Emery,by the applicant's representative Zachary,,88,560
587,case and advocate Karakullukçu,case and advocate Joanna,,84,7697
588,by the applicant's representative Zumtobel,by the applicant's representative Leonard,,417,20131
589,by the respondent Sofiika,by the respondent Colleen,,9232,20042
590,the expert Ersin,the expert Jessica,,259,17352
591,by the applicant Matravers,by the applicant Amy,,690,14235
592,by the applicant's representative Sobczyński,by the applicant's representative Spencer,,20545,15971
593,by the respondent Prosecutions,by the respondent Melissa,,3508,24164
594,by the applicant Lewak,by the applicant Vicki,,461,72
595,the expert Bulduş,the expert Michael,,46481,3899
596,by the applicant Boyert,by the applicant Debra,,861,430
597,the expert Christie,the expert Lori,,16929,43741
598,the expert William,the expert James,,3977,3700
599,a court designated by Altun,a court designated by Jonathon,,403,12938
600,by the applicant's representative Toman,by the applicant's representative Kristie,,272,494
601,the expert Warsicka,the expert Jasmin,,29873,1084
602,by the respondent Gęsiarz,by the respondent Ashley,,89,20899
603,case and advocate Pavlovschi,case and advocate Scott,,11072,4746
604,the expert McFarlane,the expert Angel,,49344,3905
605,a court designated by Marco,a court designated by Isaiah,,16556,29756
606,by the respondent Abdulkadir,by the respondent Mary,,343,5335
607,the expert Ersoy,the expert Tina,,88,35903
608,by the respondent Mesut,by the respondent Jacqueline,,315,4470
609,case and advocate Tyrer,case and advocate John,,11751,1757
610,was represented by Heinz,was represented by Nichole,,89,2305
611,by the applicant Willers,by the applicant Sherri,,364,380
612,a court designated by Schürmann,a court designated by Jacqueline,,9038,4470
613,the expert Dombek,the expert Karen,,988,18678
614,was represented by Łakomiak,was represented by Sharon,,461,26918
615,case and advocate Vefa,case and advocate Eric,,64,7651
616,by the applicant's representative Cabała,by the applicant's representative Crystal,,64,12969
617,the expert Arısoy,the expert Andrew,,88,6858
618,by the respondent Eyl,by the respondent Kimberly,,2645,48685
619,case and advocate Schwarzinger,case and advocate Zachary,,3889,560
620,by the respondent Tysebaert,by the respondent Michael,,861,3899
621,the expert Edward,the expert Tina,,10443,35903
622,was represented by Mateos,was represented by Vicki,,418,72
623,the expert Najdecki,the expert Madeline,,72,4470
624,by the respondent Wallman,by the respondent Jasmine,,805,3810
625,the expert Derbise,the expert Madison,,786,14909
626,by the respondent McKinnon,by the respondent Hayley,,45067,1636
627,by the respondent Justice,by the respondent Carl,,4796,8124
628,the expert Ribeiro,the expert Gregory,,7058,20653
629,was represented by Crago,was represented by Wanda,,3839,5282
630,was represented by Bänziger,was represented by Randy,,8254,21248
631,by the respondent Bettina,by the respondent Jacqueline,,1437,4470
632,a court designated by Sornarajah,a court designated by Jennifer,,993,16348
633,by the respondent Dost,by the respondent Sherri,,455,380
634,was represented by Tennyson,was represented by Sheryl,,19699,2645
635,by the respondent Arnold,by the respondent Amanda,,21418,23040
636,by the applicant's representative Bundesminister,by the applicant's representative Katie,,1694,24721
637,by the respondent Xanthi,by the respondent Natasha,,72,41875
638,by the applicant Sevil,by the applicant Terri,,2991,380
639,by the applicant Cabral,by the applicant Wanda,,1373,5282
640,a court designated by Falçao,a court designated by David,,5488,3271
641,was represented by Oya,was represented by Brandi,,3972,72
642,the expert Harrington,the expert Nancy,,48334,18496
643,case and advocate Broderick,case and advocate Benjamin,,624,14533
644,by the applicant Murphy,by the applicant Nathan,,14424,18106
645,was represented by Pépin,was represented by Christian,,11635,4302
646,the expert Dündar,the expert Julie,,283,21946
647,a court designated by Arciński,a court designated by Diane,,20545,26542
648,by the applicant Gradek,by the applicant Jasmine,,74,3810
649,a court designated by The,a court designated by Travis,,383,19804
650,by the applicant François,by the applicant Michael,,50208,3899
651,by the applicant Filorinalı,by the applicant Harold,,30102,23987
652,a court designated by Ersezen,a court designated by Lisa,,4801,15378
653,the expert Barreto,the expert Priscilla,,78,5049
654,by the respondent Pietras,by the respondent Monique,,8847,2350
655,by the applicant Brown,by the applicant Christopher,,4373,12803
656,case and advocate Hajduk,case and advocate Tina,,74,35903
657,by the respondent Salcedo,by the respondent Adriana,,78,2271
658,by the applicant Çıtak,by the applicant Sarah,,461,10490
659,by the applicant's representative Kliza,by the applicant's representative Duane,,23638,1531
660,was represented by Erhan,was represented by Ashley,,7637,20899
661,by the applicant Anatoli,by the applicant Kristin,,11106,259
662,was represented by Lōhmus,was represented by Mark,,14664,2940
663,by the applicant Cavit,by the applicant Shelia,,270,544
664,by the applicant Sheffield,by the applicant April,,33496,3035
665,case and advocate Döğücü,case and advocate Erin,,9116,28894
666,the expert Turner,the expert Ashley,,15406,20899
667,by the respondent Biskupska,by the respondent Emily,,4914,17608
668,a court designated by Oster,a court designated by Erika,,1706,28716
669,by the applicant's representative Ochlik,by the applicant's representative Catherine,,46965,22578
670,a court designated by Alan,a court designated by Jeffrey,,12246,19627
671,the expert für,the expert Ashley,,25151,20899
672,by the applicant Building,by the applicant Jerry,,11819,13075
673,was represented by Eren,was represented by Carla,,918,5031
674,was represented by Karakuş,was represented by Levi,,46481,20196
675,a court designated by Picardo,a court designated by Stacey,,13109,25415
676,was represented by Lindley,was represented by Sheri,,1636,72
677,a court designated by Méryl,a court designated by Sara,,75,24799
678,the expert Imhoff,the expert Renee,,36092,1453
679,by the applicant's representative Srdan,by the applicant's representative Heather,,272,24253
680,was represented by Abrahams,was represented by Chelsey,,82,4397
681,by the respondent Herberg,by the respondent Joann,,3900,1236
682,a court designated by Zieliński,a court designated by Ronald,,20545,14430
683,was represented by Aişe,was represented by David,,68,3271
684,by the applicant's representative Gladstone,by the applicant's representative Desiree,,6440,68
685,a court designated by Nazif,a court designated by Caitlin,,361,2815
686,a court designated by Picasso,a court designated by Kayla,,28372,5031
687,case and advocate Lesław,case and advocate Emily,,707,17608
688,by the applicant Rehfelt,by the applicant William,,31985,3977
689,by the respondent Deligöz,by the respondent Jacob,,89,12806
690,was represented by Bessire,was represented by Paul,,557,3362
691,a court designated by Monika,a court designated by Jodi,,9232,23130
692,by the applicant Runa,by the applicant Joshua,,64,20700
693,was represented by Ringvold,was represented by Krista,,727,64
694,by the applicant Lawrence,by the applicant John,,13914,1757
695,a court designated by Şeyhmus,a court designated by Natalie,,14664,35571
696,the expert Otegi,the expert Jimmy,,12397,12963
697,was represented by Skałka,was represented by Emily,,4914,17608
698,case and advocate Luisa,case and advocate Kendra,,9160,430
699,case and advocate Sta,case and advocate Paul,,44919,3362
700,a court designated by Emmerson,a court designated by Vanessa,,882,42100
701,the expert Ruffieux,the expert Matthew,,2821,9308
702,a court designated by Şencan,a court designated by Nathaniel,,5171,49536
703,by the applicant Stenkula,by the applicant Mario,,4712,10682
704,case and advocate Ulf,case and advocate Tonya,,1652,64
705,by the applicant Şeyho,by the applicant Jessica,,8873,17352
706,by the respondent Alfonso,by the respondent Mallory,,26666,652
707,the expert Wojciechowski,the expert Carrie,,12079,32462
708,by the applicant Şenyılmaz,by the applicant Kendra,,1031,430
709,by the respondent Aydan,by the respondent Christina,,272,33673
710,by the respondent Jerzy,by the respondent Zachary,,7357,560
711,the expert Malone,the expert Maria,,40735,14200
712,by the respondent Ward,by the respondent Philip,,12150,14576
713,by the applicant's representative Iacovidou,by the applicant's representative Brian,,280,8403
714,a court designated by Vicky,a court designated by Glenda,,17479,7438
715,by the applicant Bourbon,by the applicant Victoria,,41638,12313
716,a court designated by Trabelsi,a court designated by Sheri,,72,72
717,by the applicant's representative Pakkan,by the applicant's representative Stephanie,,27541,26085
718,case and advocate Ünsal,case and advocate Amanda,,282,23040
719,by the applicant Çatak,by the applicant Jenna,,461,45377
720,by the applicant's representative Karakoca,by the applicant's representative Adam,,11216,7244
721,was represented by Herwig,was represented by Carla,,28033,5031
722,by the applicant's representative Yolcu,by the applicant's representative Travis,,27399,19804
723,by the applicant's representative Runham,by the applicant's representative Jasmin,,2763,1084
724,by the applicant Özaydin,by the applicant Joel,,25194,18623
725,case and advocate Russell,case and advocate Rachel,,11563,15984
726,by the respondent Özgür,by the respondent Tina,,25151,35903
727,by the applicant's representative Karabıyık,by the applicant's representative Julie,,74,21946
728,by the respondent Baki,by the respondent Annette,,8182,48115
729,by the applicant Maier,by the applicant Tanya,,959,34183
730,was represented by Kuczkowska,was represented by Matthew,,4914,9308
731,was represented by civiles,was represented by Nichole,,274,2305
732,a court designated by Alain,a court designated by Robin,,391,12325
733,by the respondent Hickman,by the respondent Bianca,,805,6888
734,case and advocate Bayır,case and advocate Marie,,81,20492
735,the expert Magnusson,the expert Dean,,261,11325
736,by the applicant Donnelly,by the applicant Deanna,,6148,7697
737,a court designated by Mindia,a court designated by Zachary,,544,560
738,case and advocate Hope,case and advocate Matthew,,13408,9308
739,by the applicant Karaçakıl,by the applicant John,,75,1757
740,case and advocate Antonio,case and advocate Clayton,,11366,32108
741,by the respondent Babajanov,by the respondent Adam,,709,7244
742,by the applicant Oerder,by the applicant Amy,,1082,14235
743,by the respondent Yurdakul,by the respondent Anthony,,377,9953
744,by the applicant's representative Kamtsan,by the applicant's representative Kristina,,272,1437
745,case and advocate Ertuğrul,case and advocate Laura,,377,16753
746,the expert Caen,the expert Ashlee,,268,7197
747,a court designated by Abduvalieva,a court designated by Colton,,6862,1122
748,a court designated by Principal,a court designated by Ashley,,32641,20899
749,was represented by Hans,was represented by Lauren,,13071,25672
750,by the applicant's representative Dunn,by the applicant's representative Matthew,,30833,9308
751,the expert Demirtürk,the expert Jenny,,74,28437
752,by the applicant Nuray,by the applicant Kayla,,323,5031
753,a court designated by Mladoschovitz,a court designated by Heidi,,4224,45518
754,case and advocate Helmut,case and advocate Tonya,,21973,64
755,by the applicant Abrahamson,by the applicant Andre,,1559,10948
756,by the respondent Lång,by the respondent Gabriel,,782,17371
757,the expert Frazer,the expert Latasha,,263,14715
758,by the respondent Marchowski,by the respondent Kayla,,12079,5031
759,the expert Zabcı,the expert Chad,,30102,19800
760,a court designated by Pötz,a court designated by George,,22877,4502
761,case and advocate Mangouras,case and advocate Hannah,,292,26013
762,case and advocate Hauser,case and advocate Erika,,7220,28716
763,case and advocate STILLER,case and advocate Alyssa,,1137,64
764,case and advocate Codner,case and advocate Jillian,,1008,666
765,by the respondent Meyrem,by the respondent Kaitlin,,2787,2815
766,by the respondent Enhorn,by the respondent Tracey,,1211,25415
767,the expert Else,the expert Christina,,25974,33673
768,by the applicant's representative Attoff,by the applicant's representative Kayla,,2364,5031
769,a court designated by Nölkenbockhoff,a court designated by Emily,,36092,17608
770,by the respondent Dursun,by the respondent Ashley,,403,20899
771,case and advocate Pearman,case and advocate Jodi,,805,23130
772,was represented by Nevzat,was represented by Katelyn,,265,77
773,the expert Ismet,the expert Bethany,,4164,1092
774,by the respondent SAMPAIO,by the respondent Darlene,,9399,1734
775,the expert Perihan,the expert Richard,,272,6219
776,case and advocate Morey,case and advocate Hayley,,88,1636
777,by the applicant's representative Cabo,by the applicant's representative Jeffery,,78,1924
778,was represented by Madden,was represented by Lisa,,38920,15378
779,by the applicant's representative Türker,by the applicant's representative Mark,,6122,2940
780,by the respondent Claudia,by the respondent Monica,,50214,23240
781,was represented by Hajiyev,was represented by Cynthia,,1990,40897
782,by the applicant Öcalan,by the applicant Carmen,,272,46137
783,by the applicant's representative Çınar,by the applicant's representative Jamie,,23955,17826
784,the expert Publicznego,the expert Dawn,,2188,12258
785,case and advocate Martens,case and advocate Vicki,,641,72
786,case and advocate Çalışkan,case and advocate Matthew,,27541,9308
787,case and advocate Alican,case and advocate Collin,,272,259
788,by the respondent Kankılıç,by the respondent Sonya,,16175,64
789,case and advocate Downes,case and advocate Marissa,,274,13808
790,by the respondent Serkis,by the respondent Seth,,271,20194
791,the expert Teitgen,the expert Joseph,,5235,7212
792,a court designated by Deiwick,a court designated by Derek,,624,20893
793,by the respondent Savcı,by the respondent Debra,,30102,430
794,by the respondent Ejder,by the respondent Sean,,1082,11465
795,by the applicant Adam,by the applicant Lindsey,,7244,30334
796,by the applicant Kirk,by the applicant Bryce,,13855,39560
797,by the respondent Necmettin,by the respondent Theresa,,259,20251
798,case and advocate Clerk,case and advocate Carlos,,39905,17409
799,the expert Schoepfer,the expert Alison,,2232,33629
800,a court designated by Aziz,a court designated by Jocelyn,,528,6213
801,case and advocate Ruprecht,case and advocate Christopher,,21474,12803
802,the expert Tetik,the expert Shelly,,1134,12810
803,a court designated by Irmgard,a court designated by Shawn,,446,25225
804,by the respondent Trowler,by the respondent Kaitlyn,,1754,6213
805,case and advocate Felicja,case and advocate Lance,,6592,18990
806,the expert Ekbatani,the expert Robert,,3216,5199
807,by the respondent Leach,by the respondent Angie,,620,494
808,the expert Tamar,the expert Jacqueline,,283,4470
809,was represented by Cadıroğlu,was represented by Lauren,,2290,25672
810,by the applicant's representative Kreuz,by the applicant's representative Karla,,10277,5031
811,by the applicant Siev,by the applicant Debra,,11203,430
812,by the applicant Garlicki,by the applicant Jodi,,72,23130
813,the expert Siałkowska,the expert Richard,,4914,6219
814,by the applicant Mürsel,by the applicant Patricia,,741,30223
815,by the applicant Bosch,by the applicant Micheal,,354,282
816,the expert Debrulle,the expert Lee,,293,5741
817,a court designated by LINKE,a court designated by Traci,,7336,32009
818,by the respondent Ireneusz,by the respondent Darin,,89,259
819,by the applicant Hambura,by the applicant Tyrone,,5330,505
820,was represented by Lesley,was represented by Debra,,1636,430
821,was represented by Kuris,was represented by Joanna,,271,7697
822,by the applicant özaydın,by the applicant Michael,,77,3899
823,by the applicant Farmer,by the applicant Charles,,37755,7516
824,by the applicant's representative Ramanlı,by the applicant's representative Steven,,30102,8239
825,case and advocate Kumenda,case and advocate Brandi,,7438,72
826,case and advocate Renevey,case and advocate Ian,,3304,12930
827,case and advocate Garbade,case and advocate Crystal,,671,12969
828,was represented by Coyle,was represented by Sheryl,,19802,2645
829,was represented by Duman,was represented by Zachary,,3778,560
830,by the applicant Rangelov,by the applicant Timothy,,709,22283
831,case and advocate Dolniak,case and advocate Rachel,,461,15984
832,the expert Lecomte,the expert Timothy,,660,22283
833,case and advocate Nigar,case and advocate Madeline,,283,4470
834,a court designated by Baskin,a court designated by Rebekah,,259,993
835,case and advocate parents,case and advocate Teresa,,3397,34405
836,by the applicant's representative Ludwig,by the applicant's representative Nicole,,44476,25176
837,by the applicant Murray,by the applicant Melissa,,12164,24164
838,by the applicant Yalçı,by the applicant Cameron,,30102,10821
839,the expert Bindman,the expert Kristin,,805,259
840,case and advocate Kalicki,case and advocate Timothy,,72,22283
841,by the applicant Geneviève,by the applicant David,,303,3271
842,a court designated by Erwin,a court designated by Mathew,,5404,6391
843,case and advocate Dominique,case and advocate Jacqueline,,2350,4470
844,by the applicant Terry,by the applicant Megan,,14286,27616
845,by the applicant's representative MELCHIOR,by the applicant's representative Sarah,,41254,10490
846,the expert Russo,the expert Joseph,,46855,7212
847,by the applicant Blasco,by the applicant Kelli,,1073,23225
848,by the applicant's representative Almond,by the applicant's representative Brianna,,6327,7697
849,case and advocate Abdel,case and advocate Samuel,,38758,17100
850,by the applicant's representative Trevor,by the applicant's representative Juan,,25389,16852
851,by the applicant Agustín,by the applicant Jack,,39588,3619
852,by the applicant foreperson,by the applicant Charlene,,6259,1734
853,was represented by Mulholland,was represented by Daniel,,392,7806
854,by the applicant Beard,by the applicant Tyler,,41698,14886
855,by the applicant Koppi,by the applicant Cassandra,,72,46750
856,by the applicant's representative Ordorika,by the applicant's representative Cindy,,9232,39062
857,the expert Allan,the expert Jason,,31908,8982
858,by the applicant's representative Hellner,by the applicant's representative Brandy,,1008,10757
859,by the respondent Morris,by the respondent Elizabeth,,14433,10674
860,by the applicant's representative Ioulia,by the applicant's representative Yesenia,,544,544
861,case and advocate Malik,case and advocate Maria,,31745,14200
862,by the applicant Prean,by the applicant Brooke,,272,46459
863,was represented by Furman,was represented by Darin,,805,259
864,by the respondent Woliński,by the respondent Richard,,20545,6219
865,was represented by Guzek,was represented by Tasha,,43130,14715
866,by the applicant's representative Atilla,by the applicant's representative Colleen,,5049,20042
867,case and advocate Klenell,case and advocate Rodney,,695,34895
868,the expert Jardin,the expert Nathan,,259,18106
869,case and advocate Karadayı,case and advocate Christine,,30102,26088
870,by the applicant's representative Mork,by the applicant's representative Caitlin,,967,2815
871,by the applicant HAINES,by the applicant Gwendolyn,,1546,34742
872,by the respondent Vogel,by the respondent Isabella,,417,43653
873,a court designated by Pekkanen,a court designated by Nathaniel,,268,49536
874,the expert Arnaldo,the expert Kayla,,41476,5031
875,the expert Kingshill,the expert Terri,,12639,380
876,by the respondent Cieślak,by the respondent Kelsey,,461,4397
877,case and advocate Reiner,case and advocate Stacy,,7274,49523
878,case and advocate Steel,case and advocate Melanie,,7851,49872
879,a court designated by Çağlar,a court designated by Jacob,,21681,12806
880,case and advocate Subaşi,case and advocate Elizabeth,,72,10674
881,by the respondent İzzettin,by the respondent Ryan,,259,6047
882,a court designated by Mifsud,a court designated by Elizabeth,,463,10674
883,was represented by Unutmaz,was represented by Yvonne,,1031,710
884,case and advocate Akmeşe,case and advocate Mary,,68,5335
885,by the applicant's representative Philemon,by the applicant's representative Brandon,,2144,14328
886,by the applicant's representative Koczorowska,by the applicant's representative Dawn,,4914,12258
887,a court designated by Geer,a court designated by Charlene,,263,1734
888,the expert Santiago,the expert Sonia,,34802,20733
889,a court designated by Malmlöf,a court designated by Ashley,,69,20899
890,a court designated by Burçe,a court designated by Michael,,68,3899
891,by the applicant Melikoff,by the applicant Harold,,2364,23987
892,a court designated by Roberts,a court designated by Phillip,,10918,29470
893,was represented by Donat,was represented by Kenneth,,265,23632
894,a court designated by Kuş,a court designated by Kyle,,46481,14316
895,the expert Karakurt,the expert Michelle,,3325,16738
896,the expert Igor,the expert Paul,,46157,3362
897,was represented by Stock,was represented by Ryan,,10500,6047
898,by the applicant Olesiński,by the applicant Sherri,,20545,380
899,the expert Jörundsson,the expert Laurie,,16528,40811
900,case and advocate Jelena,case and advocate Joshua,,8107,20700
901,a court designated by Tanrıkulu,a court designated by Christopher,,15712,12803
902,by the respondent Mucha,by the respondent Brittney,,64,1681
903,by the respondent Steele,by the respondent Sharon,,28549,26918
904,by the applicant's representative Luan,by the applicant's representative Gail,,272,603
905,by the applicant Suruç,by the applicant Wendy,,16175,28314
906,the expert Simcock,the expert Jacqueline,,21517,4470
907,was represented by Marecki,was represented by Terrance,,49108,8132
908,the expert Kubiszyn,the expert Christopher,,2047,12803
909,the expert Patrick,the expert Shirley,,9925,40902
910,was represented by Panţîru,was represented by Louis,,622,5593
911,the expert Soneji,the expert Craig,,7285,13854
912,by the applicant Çatal,by the applicant Alyssa,,10254,64
913,by the applicant Zaleski,by the applicant Lisa,,4106,15378
914,the expert Ateşoğlu,the expert Michael,,2290,3899
915,a court designated by Bolesław,a court designated by Brian,,707,8403
916,by the applicant's representative Münür,by the applicant's representative Isabella,,25151,43653
917,case and advocate Bilgen,case and advocate Zachary,,5235,560
918,by the respondent Rambauske,by the respondent Shannon,,365,28108
919,a court designated by Yağmur,a court designated by Diana,,28582,25752
920,case and advocate Prince,case and advocate Joseph,,9005,7212
921,a court designated by Okur,a court designated by Zachary,,333,560
922,was represented by Aboushanif,was represented by Lisa,,361,15378
923,case and advocate Demirhan,case and advocate Abigail,,7637,603
924,case and advocate Sir,case and advocate Jennifer,,7361,16348
925,was represented by Öngün,was represented by Kimberly,,77,48685
926,the expert Gertrude,the expert Dakota,,2507,13336
927,was represented by Varol,was represented by Kylie,,349,494
928,by the applicant Bromley,by the applicant Jennifer,,1636,16348
929,a court designated by Frowein,a court designated by Brittney,,259,1681
930,by the respondent Raisa,by the respondent Marissa,,9160,13808
931,case and advocate Iwona,case and advocate Evelyn,,4450,6213
932,case and advocate Orlikowska,case and advocate Nicholas,,4914,20320
933,the expert Granberg,the expert Marissa,,3900,13808
934,case and advocate apparatus,case and advocate Aaron,,21152,12139
935,by the applicant's representative Wojdyło,by the applicant's representative Ryan,,78,6047
936,by the applicant's representative Evans,by the applicant's representative Karl,,13922,15415
937,by the respondent Tendik,by the respondent Erika,,1134,28716
938,by the applicant Stuart,by the applicant Philip,,22559,14576
939,the expert Tuan,the expert Johnathan,,7258,6696
940,was represented by Ayboğa,was represented by Tammy,,64,50070
941,a court designated by Cantillon,a court designated by Kylie,,23027,494
942,a court designated by Altınoluk,a court designated by Jasmine,,2724,3810
943,case and advocate de,case and advocate Wayne,,390,13329
944,the expert Enterría,the expert Stephanie,,29690,26085
945,by the applicant Vesile,by the applicant Sonya,,576,64
946,by the applicant Aygan,by the applicant Rhonda,,1030,13533
947,by the applicant Serçinoğlu,by the applicant Linda,,2290,21776
948,by the applicant's representative President,by the applicant's representative Charles,,1992,7516
949,the expert Christopher,the expert Megan,,12803,27616
950,case and advocate JA,case and advocate Thomas,,41722,5658
951,by the applicant Birol,by the applicant Mathew,,3225,6391
952,was represented by Janosevic,was represented by Timothy,,25531,22283
953,by the respondent assessor,by the respondent Kirsten,,273,268
954,by the applicant Philip,by the applicant Patricia,,14576,30223
955,was represented by Nurten,was represented by Kirsten,,1452,268
956,by the applicant Sıddık,by the applicant Laura,,74,16753
957,case and advocate Kovler,case and advocate Zachary,,1754,560
958,by the applicant's representative Ulufer,by the applicant's representative Nicole,,2232,25176
959,case and advocate Şahin,case and advocate Laura,,259,16753
960,a court designated by Calış,a court designated by William,,46481,3977
961,case and advocate Tabor,case and advocate Kayla,,4820,5031
962,by the applicant's representative Cécile,by the applicant's representative Mitchell,,576,14526
963,by the respondent Dinç,by the respondent Jacqueline,,16175,4470
964,by the applicant Oskar,by the applicant Yolanda,,283,5282
965,a court designated by Nafalska,a court designated by Randy,,4914,21248
966,was represented by Karakaya,was represented by Alyssa,,11729,64
967,case and advocate Erdagöz,case and advocate Reginald,,89,67
968,the expert Fikret,the expert Christopher,,1186,12803
969,case and advocate Necip,case and advocate Stephen,,541,7970
970,by the applicant Ridruejo,by the applicant Larry,,7639,13633
971,a court designated by Drabek,a court designated by Gabriella,,988,12627
972,was represented by Kalan,was represented by Erika,,272,28716
