,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
640, by the applicant's representative Russell, by the applicant's representative Randall,,25953,68444
641, by the respondent Board, by the respondent Marcus,,8925,36783
642, a court designated by Marian, a court designated by Arthur,,96519,28686
643, a court designated by old, a court designated by Kevin,,2362,16768
644, by the respondent Mahfuz, by the respondent Cheyenne,,5308,26193
645, the expert Matthews, the expert Diana,,51784,45509
646, by the applicant Lopez, by the applicant Stephen,,45315,18587
647, by the respondent Abdi, by the respondent Kristina,,8747,2259
648, by the applicant's representative Angela, by the applicant's representative Shirley,,38243,76337
649, by the applicant's representative Meftah, by the applicant's representative Kaitlin,,1494,3817
650, a court designated by Nuray, a court designated by Jonathon,,352,24893
651, by the respondent Helga, by the respondent Caitlyn,,6885,18499
652, the expert officers, the expert Anthony,,9808,21353
653, by the respondent Ersezen, by the respondent Tammie,,5797,648
654, by the respondent Selvije, by the respondent Darryl,,32376,75
655, was represented by Pal, was represented by Cameron,,11165,27524
656, by the applicant's representative Seeger, by the applicant's representative Krystal,,1916,14272
657, was represented by Sürek, was represented by Kelsey,,42961,93567
658, a court designated by Jakob, a court designated by Wanda,,677,10018
659, by the respondent Corr, by the respondent Sabrina,,81,41071
660, by the applicant Hilgartner, by the applicant Tabitha,,1215,64
661, was represented by Christos, was represented by Kristina,,437,2259
662, by the respondent Frape, by the respondent Sabrina,,20432,41071
663, a court designated by Grainger, a court designated by Sherry,,5248,5515
664, by the applicant Todd, by the applicant Stacy,,30534,98425
665, a court designated by Kumral, a court designated by Debra,,3545,14720
666, the expert Helena, the expert Alexandra,,73046,75116
667, case and advocate Kąkol, case and advocate Reginald,,52552,67
668, by the applicant's representative and, by the applicant's representative Mary,,323,10455
669, a court designated by Taş, a court designated by Erica,,126118,92935
670, the expert Myra, the expert Chelsey,,969,93567
671, case and advocate Liddy, case and advocate Kelli,,76670,21148
672, case and advocate Recep, case and advocate Jodi,,32752,31559
673, a court designated by Gözüm, a court designated by Sherri,,49621,462
674, case and advocate Taci, case and advocate Tammy,,25471,2465
675, the expert Umar, the expert Monique,,5730,2428
676, by the applicant's representative Kidd, by the applicant's representative Justin,,98238,23278
677, by the applicant Koçer, by the applicant Jocelyn,,261,92609
678, by the applicant applicant, by the applicant Bobby,,32368,38481
679, by the applicant Gunilla, by the applicant Kristine,,6374,483
680, by the applicant's representative Patrick, by the applicant's representative April,,20199,5936
681, by the respondent Aspinall, by the respondent Cheyenne,,543,26193
682, the expert Özkan, the expert Felicia,,8826,24985
683, by the applicant's representative Ünlü, by the applicant's representative Kellie,,2448,648
684, by the applicant Donat, by the applicant Abigail,,266,85306
685, by the applicant Baglietto, by the applicant Katelyn,,53979,77
686, a court designated by Lohmus, a court designated by Alejandra,,38827,24155
687, was represented by Lucy, was represented by Joshua,,45170,40592
688, case and advocate January, case and advocate Dustin,,6186,79418
689, by the respondent Lillo, by the respondent Dwayne,,22532,90662
690, by the applicant Burcu, by the applicant Monique,,20811,2428
691, by the applicant's representative Dieter, by the applicant's representative Johnathan,,1430,14308
692, a court designated by Pope, a court designated by Antonio,,30460,23245
693, by the applicant Sarı, by the applicant Karina,,3862,2259
694, by the applicant's representative Heidel, by the applicant's representative Sabrina,,27900,41071
695, case and advocate Hoang, case and advocate Dwayne,,526,90662
696, was represented by Ringvold, was represented by Jocelyn,,820,92609
697, by the respondent Guillot, by the respondent Karina,,354,2259
698, was represented by Meischberger, was represented by Reginald,,49120,67
699, by the applicant Eylem, by the applicant Rebekah,,76,1494
700, by the respondent Edward, by the respondent Brian,,22653,17520
701, a court designated by Jebens, a court designated by Mariah,,729,19870
702, by the respondent Lozano, by the respondent Jaclyn,,100098,18499
703, case and advocate Wiig, case and advocate Zachary,,343,661
704, by the applicant Marie, by the applicant Francisco,,33116,13175
705, by the applicant's representative Mandal, by the applicant's representative Keith,,89979,32602
706, by the applicant's representative Tabor, by the applicant's representative Mikayla,,4422,120970
707, case and advocate Demirkan, case and advocate Brianna,,8826,12930
708, the expert Bulutlar, the expert Tammie,,14115,648
709, was represented by Sanchez, was represented by Martha,,48254,51970
710, was represented by Kayar, was represented by Melvin,,277,9799
711, by the respondent Hjerm, by the respondent Cheyenne,,4289,26193
712, by the respondent Ulf, by the respondent Nathaniel,,11253,12315
713, the expert Türkmen, the expert Kristin,,5794,258
714, by the applicant City, by the applicant Jack,,4409,7762
715, by the applicant Aige, by the applicant Erika,,7404,41554
716, case and advocate Utku, case and advocate Kellie,,84,648
717, by the applicant's representative Imhoff, by the applicant's representative Zachary,,94404,661
718, by the applicant Colomer, by the applicant Kelsey,,26429,93567
719, a court designated by Gümüş, a court designated by Annette,,122234,79828
720, by the applicant's representative Reich, by the applicant's representative Michelle,,51659,33126
721, by the applicant's representative Nazif, by the applicant's representative Tammy,,333,2465
722, case and advocate Luc, case and advocate Steven,,14103,24565
723, by the applicant's representative Dichand, by the applicant's representative Wanda,,438,10018
724, a court designated by Walsh, a court designated by Brett,,52294,40203
725, case and advocate Ballıkaya, case and advocate Cheyenne,,12874,26193
726, by the respondent Marxer, by the respondent Janice,,261,560
727, was represented by Bergmann, was represented by Tammy,,18022,2465
728, by the applicant's representative Suat, by the applicant's representative Erika,,266,41554
729, was represented by Englert, was represented by Erika,,531,41554
730, by the applicant's representative Ming, by the applicant's representative Angel,,56983,23950
731, a court designated by Husain, a court designated by Debra,,467,14720
732, a court designated by Penias, a court designated by Jillian,,3557,1122
733, case and advocate Theodor, case and advocate Gail,,50017,607
734, the expert Piskowski, the expert Tammie,,29384,648
735, by the applicant Esmer, by the applicant Bianca,,1195,936
736, was represented by Zander, was represented by Joanne,,8363,20991
737, a court designated by Davey, a court designated by Candice,,88,560
738, a court designated by Lammer, a court designated by Jeffery,,1195,727
739, case and advocate Ulaş, case and advocate Jody,,100721,1094
740, case and advocate Begum, case and advocate Mindy,,372,88
741, by the applicant's representative Hugh, by the applicant's representative Justin,,30206,23278
742, by the respondent Elçi, by the respondent Tonya,,104549,64
743, by the applicant İşler, by the applicant Stacey,,1565,57020
744, by the respondent Cooper, by the respondent Albert,,24421,17971
745, case and advocate Eon, case and advocate Tammy,,263,2465
746, was represented by Reissig, was represented by Rebekah,,343,1494
747, by the applicant Roy, by the applicant Heather,,11284,47363
748, case and advocate Joe, case and advocate Leslie,,13142,54783
749, the expert Auld, the expert Stacey,,37668,57020
750, a court designated by Milovan, a court designated by Jodi,,43757,31559
751, a court designated by Kamuran, a court designated by Jonathon,,27105,24893
752, the expert Rouget, the expert Mackenzie,,456,57963
753, was represented by Lang, was represented by Chase,,23272,35674
754, a court designated by Glynn, a court designated by Sabrina,,7521,41071
755, by the applicant Basil, by the applicant Juan,,67070,29604
756, by the applicant's representative Mike, by the applicant's representative Michael,,11519,8096
757, by the applicant Daniele, by the applicant Debra,,25641,14720
758, case and advocate Repik, case and advocate Kristin,,1609,258
759, a court designated by Şahin, a court designated by Selena,,258,7304
760, a court designated by Kamiran, a court designated by Marisa,,55790,10994
761, by the respondent Rory, by the respondent Ashley,,83421,38218
762, the expert Goodwin, the expert Tanya,,7678,25041
763, the expert Gully, the expert Janice,,22732,560
764, the expert Lafulla, the expert Debra,,35178,14720
765, by the applicant Mies, by the applicant Kari,,552,2850
766, by the applicant Burns, by the applicant Jonathan,,51016,24150
767, by the applicant Helmut, by the applicant Tammy,,7129,2465
768, by the applicant Gülcan, by the applicant Debra,,4919,14720
769, was represented by Pilar, was represented by Brandi,,3653,72
770, by the applicant Maurer, by the applicant Janice,,261,560
771, the expert Yahya, the expert Tasha,,7911,31543
772, by the applicant Boca, by the applicant Scott,,99657,10016
773, was represented by Hogg, was represented by Debra,,16499,14720
774, by the applicant Whittle, by the applicant Tammy,,2433,2465
775, the expert Andersen, the expert Cynthia,,86651,75671
776, by the applicant's representative Kubiszyn, by the applicant's representative Jocelyn,,1910,92609
777, the expert Ryckie, the expert Reginald,,648,67
778, by the respondent Liban, by the respondent Sherri,,276,462
779, was represented by Tuncay, was represented by Darryl,,352,75
780, by the respondent MÜLLER, by the respondent Kaitlyn,,643,18499
781, by the applicant judge, by the applicant Pamela,,11913,83243
782, by the applicant's representative Ulusoy, by the applicant's representative Colleen,,2303,40762
783, a court designated by Bigi, a court designated by Hailey,,72,18280
784, was represented by Nouri, was represented by Sheri,,22185,72
785, case and advocate Just, case and advocate Kelly,,4702,19178
786, by the respondent Kopp, by the respondent Sherry,,4880,5515
787, by the applicant's representative Noli, by the applicant's representative Kaylee,,14559,8669
788, a court designated by Olsson, a court designated by Alyssa,,31031,53207
789, by the respondent Beştaş, by the respondent Jeffery,,120543,727
790, by the respondent Hoelstad, by the respondent Yvonne,,47940,30052
791, a court designated by Georgiev, a court designated by Micheal,,44191,278
792, by the applicant McGrath, by the applicant Deanna,,589,12930
793, case and advocate Akkaya, case and advocate Reginald,,12874,67
794, by the applicant's representative Greve, by the applicant's representative Adrienne,,588,26193
795, case and advocate NB, case and advocate William,,36079,12656
796, a court designated by Armen, a court designated by Rachel,,39478,32532
797, was represented by Efendi, was represented by Shawna,,41124,3458
798, by the applicant's representative Shah, by the applicant's representative Glenn,,37617,40208
799, a court designated by Leandro, a court designated by Tammy,,42824,2465
800, by the respondent Du, by the respondent Jason,,16062,18984
801, by the applicant's representative Savruk, by the applicant's representative Joann,,77767,1036
802, by the applicant's representative Lutz, by the applicant's representative Sherry,,34097,5515
803, was represented by Murray, was represented by Nicole,,28253,45130
804, the expert Bratza, the expert Aimee,,4458,68
805, a court designated by Erol, a court designated by Jasmin,,1098,1083
806, by the applicant Ronald, by the applicant Edward,,39748,22653
807, a court designated by Kansu, a court designated by Kaitlyn,,84,18499
808, by the applicant İlgün, by the applicant Katelyn,,16461,77
809, a court designated by Saldaña, a court designated by Kaitlyn,,18829,18499
810, case and advocate Laumont, case and advocate Rhonda,,90917,18693
811, by the applicant's representative Hoyland, by the applicant's representative Sheri,,1974,72
812, by the applicant's representative Guy, by the applicant's representative Amanda,,26340,42859
813, by the applicant MP, by the applicant Katherine,,9599,62426
814, the expert Krause, the expert Kristy,,817,88
815, was represented by Bulan, was represented by Melody,,276,1094
816, case and advocate Kazimierz, case and advocate Yvonne,,66443,30052
817, by the applicant Özer, by the applicant Candace,,7215,580
818, by the respondent Başara, by the respondent Sherry,,5169,5515
819, the expert Couez, the expert Jillian,,10333,1122
820, by the applicant Ineta, by the applicant Isabella,,1955,72690
821, case and advocate Erman, case and advocate Candace,,1543,580
822, case and advocate Boyert, case and advocate Duane,,531,2194
823, the expert Simcock, the expert Debra,,38253,14720
824, was represented by Hopmann, was represented by Brittney,,18022,3520
825, case and advocate Plender, case and advocate Monique,,1693,2428
826, case and advocate Mobin, case and advocate Felicia,,258,24985
827, was represented by François, was represented by Victoria,,85807,23225
828, by the applicant's representative Emüler, by the applicant's representative Desiree,,93171,68
829, case and advocate Hermanowicz, case and advocate Priscilla,,53322,6374
830, by the respondent FVM, by the respondent Tammy,,11435,2465
831, by the respondent Behrens, by the respondent Breanna,,78440,12930
832, case and advocate Songül, case and advocate Jodi,,36624,31559
833, by the respondent Iglesias, by the respondent Mckenzie,,3557,13846
834, the expert Matzka, the expert Darryl,,4657,75
835, a court designated by Gustaf, a court designated by Monique,,2642,2428
836, by the applicant's representative Tahery, by the applicant's representative Deanna,,727,12930
837, case and advocate Wilson, case and advocate Ebony,,17882,73214
838, by the respondent Arestis, by the respondent Kaitlin,,285,3817
839, by the applicant Juan, by the applicant Jack,,29604,7762
840, a court designated by Teresa, a court designated by Robert,,64540,8563
841, the expert in, the expert Joshua,,304,40592
842, by the applicant Gil, by the applicant Katrina,,21456,69756
843, by the respondent Güncü, by the respondent Aimee,,2448,68
844, case and advocate Burçe, case and advocate Adriana,,103143,3444
845, the expert Abdulaziz, the expert Katelyn,,450,77
846, by the respondent cardinal, by the respondent Janet,,56980,54765
847, by the applicant Başkaya, by the applicant Katelyn,,12874,77
848, by the applicant Hager, by the applicant Isabella,,1435,72690
849, a court designated by CJ, a court designated by Peter,,61976,11291
850, case and advocate Carey, case and advocate Michelle,,66318,33126
851, by the applicant Bilgin, by the applicant Janice,,8326,560
852, by the applicant Çek, by the applicant Felicia,,1247,24985
853, a court designated by Walter, a court designated by Jennifer,,33305,30750
854, by the applicant's representative Kaniewski, by the applicant's representative Cheyenne,,33639,26193
855, by the applicant's representative Halim, by the applicant's representative Rachael,,318,6015
856, case and advocate Roberts, case and advocate Jim,,31248,11641
857, by the applicant Bitti, by the applicant Alyssa,,72866,53207
858, by the respondent Resul, by the respondent Maureen,,360,96672
859, by the applicant Jaeger, by the applicant Sabrina,,1916,41071
860, a court designated by Tuna, a court designated by Darius,,8733,41321
861, was represented by Olaf, was represented by Nathaniel,,2642,12315
862, by the applicant Kuris, by the applicant Debra,,285,14720
863, the expert Bekir, the expert Shelly,,404,12160
864, a court designated by Urban, a court designated by Olivia,,29422,60387
865, by the applicant's representative Brunhart, by the applicant's representative Eileen,,47489,91794
866, by the applicant Ingrid, by the applicant Brianna,,4297,12930
867, was represented by Bowman, was represented by Dennis,,85696,35727
868, by the applicant Man, by the applicant Linda,,2418,39162
869, by the applicant's representative Mortimer, by the applicant's representative Tonya,,3212,64
870, the expert Dariusz, the expert Phyllis,,89,285
871, by the applicant Mackay, by the applicant Dominique,,352,2428
872, by the respondent Jungewelter, by the respondent Kaitlyn,,18354,18499
873, the expert Elaine, the expert Chase,,83247,35674
874, by the respondent Baldry, by the respondent Jeffery,,894,727
875, by the respondent Rafet, by the respondent Brittney,,295,3520
876, the expert Lego, the expert Jeffrey,,65770,42107
877, a court designated by Ete, a court designated by Zachary,,668,661
878, was represented by Martin, was represented by Michael,,11826,8096
879, case and advocate Zana, case and advocate Lorraine,,3444,91122
880, was represented by Power, was represented by Jesse,,7572,40271
881, a court designated by VL, a court designated by Ronald,,61322,39748
882, the expert Birsen, the expert Angelica,,12021,3074
883, a court designated by Merter, a court designated by Tonya,,466,64
884, by the applicant daughter, by the applicant Dana,,10003,47713
885, a court designated by Souchal, a court designated by Kaitlin,,278,3817
886, was represented by Sahin, was represented by Johnathan,,258,14308
887, was represented by Sutter, was represented by Rhonda,,6339,18693
888, by the applicant's representative Sack, by the applicant's representative Duane,,474,2194
889, case and advocate Ezgin, case and advocate Dominique,,8326,2428
890, by the respondent Affairs, by the respondent Edward,,23298,22653
891, by the applicant Bulduş, by the applicant Alisha,,7370,64
892, by the respondent Elvis, by the respondent Katherine,,67306,62426
893, was represented by Moxon, was represented by Mckenzie,,263,13846
894, by the applicant Beygo, by the applicant Hailey,,3427,18280
895, by the applicant's representative Jan, by the applicant's representative Eric,,4448,16645
896, by the respondent İşeri, by the respondent Jeffery,,31803,727
897, by the respondent Yiğit, by the respondent Brianna,,102713,12930
898, by the applicant's representative Yasin, by the applicant's representative Kristy,,51410,88
899, by the applicant Ege, by the applicant Kristopher,,713,17370
900, was represented by Yetgin, was represented by Kristopher,,8326,17370
901, by the applicant's representative Akçay, by the applicant's representative Katelyn,,352,77
902, case and advocate Evren, case and advocate Adriana,,1466,3444
903, by the applicant Diocese, by the applicant Mariah,,58744,19870
904, by the respondent Sarasua, by the respondent Mariah,,4381,19870
905, by the applicant's representative Valentin, by the applicant's representative Kristin,,44509,258
906, was represented by Georgios, was represented by Monique,,3614,2428
907, by the respondent Stark, by the respondent Lisa,,47849,29656
908, case and advocate Mehdi, case and advocate Abigail,,8747,85306
909, was represented by Suruç, was represented by Sherry,,104353,5515
910, by the respondent Bergenstrand, by the respondent Tracey,,86981,88
911, the expert Jowitt, the expert Kaitlyn,,1468,18499
912, by the applicant Gladstone, by the applicant Jeffery,,11046,727
913, was represented by Hilde, was represented by Kendra,,35376,969
914, by the applicant's representative García, by the applicant's representative Hannah,,85341,48361
915, by the respondent Matravers, by the respondent Priscilla,,22292,6374
916, by the applicant's representative Anton, by the applicant's representative Kevin,,17958,16768
917, a court designated by Kar, a court designated by Kenneth,,13528,49498
918, by the respondent Önder, by the respondent Kristina,,910,2259
919, by the respondent Atilla, by the respondent Jodi,,6374,31559
920, by the respondent Haug, by the respondent Misty,,773,88
921, a court designated by Temer, a court designated by Annette,,261,79828
922, by the applicant's representative Broqvist, by the applicant's representative Kaitlyn,,380,18499
923, by the applicant's representative Beloff, by the applicant's representative Bianca,,1885,936
924, by the applicant's representative Alicja, by the applicant's representative Colton,,5697,783
925, the expert Worth, the expert Ashley,,37246,38218
926, case and advocate Coster, case and advocate Melinda,,261,17872
927, case and advocate Chief, case and advocate Benjamin,,14681,30411
928, the expert Erwin, the expert Debra,,7678,14720
929, case and advocate Klass, case and advocate Kayla,,448,4355
930, the expert Öllinger, the expert Jermaine,,5248,68
931, a court designated by MANGAN, a court designated by Priscilla,,1111,6374
932, by the applicant Quang, by the applicant Paul,,121765,7043
933, case and advocate Lechner, case and advocate Zachary,,86677,661
934, by the applicant Ağın, by the applicant Misty,,16507,88
935, a court designated by Mateo, a court designated by Debra,,78,14720
936, by the respondent Paluch, by the respondent Wanda,,1412,10018
937, by the respondent Heredia, by the respondent Traci,,4596,25471
938, a court designated by Mazurek, a court designated by Yvonne,,74,30052
939, by the respondent Selim, by the respondent Brandi,,318,72
940, a court designated by Taşçı, a court designated by Tamara,,106610,5169
941, by the respondent Olcar, by the respondent Kayla,,7063,4355
942, a court designated by Oktay, a court designated by Rebekah,,352,1494
943, the expert McKerr, the expert Terri,,618,462
944, case and advocate Baki, case and advocate Mackenzie,,14966,57963
945, was represented by Terry, was represented by Eric,,32618,16645
946, by the respondent Gierlinger, by the respondent Kaitlyn,,72660,18499
947, case and advocate Boivin, case and advocate Yvonne,,258,30052
948, by the applicant's representative Thomas, by the applicant's representative Matthew,,11355,19475
949, by the applicant's representative Beesley, by the applicant's representative Alisha,,3258,64
950, by the respondent Lyon, by the respondent James,,56301,7957
951, by the applicant's representative Jerzak, by the applicant's representative Phyllis,,587,285
952, was represented by Kotuła, was represented by Tabitha,,22250,64
953, a court designated by Eyüp, a court designated by Melinda,,107398,17872
954, by the applicant Anke, by the applicant Brandy,,441,13634
955, the expert Jean, the expert Daniel,,20263,15469
956, by the applicant's representative Giza, by the applicant's representative Debra,,17528,14720
957, the expert Declan, the expert Janice,,276,560
958, by the respondent Methi, by the respondent Debra,,72,14720
959, by the applicant's representative Esnekier, by the applicant's representative Tabitha,,1291,64
960, a court designated by Estermann, a court designated by Alejandra,,18022,24155
961, the expert Bertan, the expert Kayla,,276,4355
962, by the respondent Meral, by the respondent Monique,,3333,2428
963, by the respondent two, by the respondent Nicholas,,1403,40796
964, by the applicant year, by the applicant Michael,,1060,8096
965, a court designated by Macias, a court designated by Abigail,,3557,85306
966, by the applicant Atalay, by the applicant Loretta,,352,2629
967, by the applicant Baba, by the applicant Maria,,97452,23880
968, by the respondent Orr, by the respondent Amanda,,87119,42859
969, case and advocate Costas, case and advocate Wanda,,300,10018
970, a court designated by Scriven, a court designated by Tamara,,2116,5169
971, the expert Gloria, the expert Dillon,,76093,83666
972, by the applicant Giovanni, by the applicant Eugene,,76952,51558
973, by the applicant's representative Eie, by the applicant's representative Briana,,648,3444
974, the expert Schmidt, the expert Jennifer,,52165,30750
975, the expert Chris, the expert William,,11517,12656
976, case and advocate Hazel, case and advocate Timothy,,76479,45568
977, by the respondent Höhne, by the respondent Darryl,,818,75
978, by the respondent Hooper, by the respondent Rhonda,,3376,18693
979, by the applicant Sezal, by the applicant Alvin,,278,9799
980, a court designated by Fleur, a court designated by Debra,,36077,14720
981, case and advocate Rieg, case and advocate Rachael,,36110,6015
982, by the applicant Mercer, by the applicant Vincent,,81111,35407
983, by the applicant Julio, by the applicant Jennifer,,81925,30750
984, the expert Taylor, the expert Christopher,,16844,26035
985, by the applicant's representative Kuveydar, by the applicant's representative Katelyn,,35223,77
986, was represented by Bulen, was represented by Renee,,268,68
987, by the applicant's representative Stefanelli, by the applicant's representative Brittney,,21148,3520
988, by the applicant Russo, by the applicant Vanessa,,93991,71619
989, by the respondent Simont, by the respondent Karina,,546,2259
990, by the applicant Koller, by the applicant Ashlee,,70496,8669
991, by the respondent Bosoni, by the respondent Deanna,,21446,12930
992, the expert restaurant, the expert Maria,,10960,23880
993, by the applicant's representative Vajić, by the applicant's representative Yvonne,,7886,30052
994, case and advocate Memet, case and advocate Caitlin,,295,3817
995, by the respondent Lewandowski, by the respondent Katelyn,,29384,77
996, was represented by Geffen, was represented by Gail,,26734,607
997, by the applicant's representative Yasmine, by the applicant's representative Mikayla,,39964,120970
998, by the applicant's representative Harborg, by the applicant's representative Jeffery,,25188,727
999, was represented by Rowe, was represented by Brian,,95940,17520
1000, the expert Hermann, the expert Yesenia,,1036,59386
1001, case and advocate Raban, case and advocate Renee,,276,68
1002, case and advocate Dennis, case and advocate Carlos,,35727,30397
1003, a court designated by Smith, a court designated by Jill,,9259,48311
1004, by the applicant Robinson, by the applicant Lisa,,28280,29656
1005, a court designated by Fu, a court designated by Melissa,,30353,48148
1006, by the applicant Feyyaz, by the applicant Darryl,,1394,75
1007, was represented by Deryan, was represented by Kaitlyn,,276,18499
1008, by the applicant's representative Napier, by the applicant's representative Darrell,,1291,16684
1009, a court designated by Hemrå, a court designated by Ashlee,,98021,8669
1010, by the applicant's representative Lynette, by the applicant's representative Kayla,,6672,4355
1011, a court designated by Sanz, a court designated by Tamara,,89,5169
1012, by the respondent Oğuz, by the respondent Reginald,,5308,67
1013, by the applicant Widgren, by the applicant Jasmin,,75365,1083
1014, a court designated by McGarry, a court designated by Mackenzie,,11687,57963
1015, was represented by Hanh, was represented by Tracey,,71,88
1016, by the applicant Blum, by the applicant Zachary,,372,661
1017, by the applicant Per, by the applicant Joseph,,3700,15466
1018, a court designated by Haluk, a court designated by Tracey,,3178,88
1019, by the applicant Murphy, by the applicant Susan,,31053,31033
1020, a court designated by Şaban, a court designated by Zachary,,39265,661
1021, by the applicant's representative Luksch, by the applicant's representative Jermaine,,331,68
1022, by the respondent Green, by the respondent Cody,,7997,58382
1023, a court designated by Al, a court designated by Danielle,,1708,72716
1024, case and advocate Cózar, case and advocate Kerri,,57000,462
1025, case and advocate Lindquist, case and advocate Kristy,,56409,88
1026, a court designated by Kıran, a court designated by Alyssa,,6713,53207
1027, a court designated by Cihan, a court designated by Brandi,,57988,72
1028, a court designated by Thune, a court designated by Brianna,,2957,12930
1029, a court designated by Esim, a court designated by Alyssa,,318,53207
1030, by the applicant's representative Gürkan, by the applicant's representative Eileen,,8826,91794
1031, a court designated by Şefik, a court designated by Reginald,,1609,67
1032, case and advocate Cruz, case and advocate Nicholas,,21510,40796
1033, by the applicant Dobelle, by the applicant Tracey,,6853,88
1034, was represented by Kley, was represented by Shelia,,3258,37029
1035, by the applicant's representative Peter, by the applicant's representative William,,11291,12656
1036, by the respondent Vostic, by the respondent Katelyn,,292,77
1037, the expert Sykes, the expert Brandi,,12841,72
1038, by the applicant's representative Costa, by the applicant's representative Brett,,32380,40203
1039, was represented by Musa, was represented by Monique,,64,2428
1040, the expert Kozik, the expert Loretta,,1609,2629
1041, by the respondent Loukis, by the respondent Cheyenne,,285,26193
1042, by the respondent Glabeke, by the respondent Loretta,,441,2629
1043, the expert Özbek, the expert Isabella,,76113,72690
1044, by the applicant's representative Spicer, by the applicant's representative Dakota,,80766,28972
1045, by the applicant's representative DIK, by the applicant's representative Michaela,,42,64
1046, by the respondent Ann, by the respondent Joyce,,9489,54726
1047, by the respondent Heller, by the respondent Samantha,,93893,63908
1048, case and advocate Elli, case and advocate Brenda,,47812,90134
1049, was represented by Monteith, was represented by Mariah,,411,19870
1050, the expert Krall, the expert Tricia,,543,24985
1051, case and advocate Nazlı, case and advocate Isabella,,26693,72690
1052, a court designated by Geoffrey, a court designated by Aaron,,89239,26757
1053, by the applicant Yunus, by the applicant Sherry,,355,5515
1054, the expert Epp, the expert Annette,,604,79828
1055, the expert Atasoy, the expert Alisha,,2303,64
1056, a court designated by Piotrowski, a court designated by Gwendolyn,,6780,1910
1057, by the applicant Uktam, by the applicant Tabitha,,309,64
1058, a court designated by Siev, a court designated by Abigail,,85,85306
1059, was represented by Naumann, was represented by Cristian,,64607,1122
1060, case and advocate Middleton, case and advocate Robert,,92714,8563
1061, the expert Çirim, the expert Deanna,,62472,12930
1062, was represented by Chemama, was represented by Tonya,,3105,64
1063, by the applicant Özmen, by the applicant Ruben,,5794,268
1064, the expert Victor, the expert Jeffrey,,33412,42107
1065, by the applicant RIESS, by the applicant Cheyenne,,1242,26193
1066, by the applicant Keltaş, by the applicant Tabitha,,7370,64
1067, the expert Hammern, the expert Colton,,944,783
1068, by the applicant Hacı, by the applicant Colleen,,103063,40762
1069, a court designated by Hardiman, a court designated by Rachael,,40310,6015
1070, by the respondent Latham, by the respondent Dwayne,,69476,90662
1071, by the applicant granddaughter, by the applicant Amy,,92490,29793
1072, case and advocate Kealey, case and advocate Ruben,,43027,268
1073, the expert Dede, the expert Kristina,,15686,2259
1074, by the applicant Mokrani, by the applicant Mckenzie,,110056,13846
1075, by the applicant's representative Bidart, by the applicant's representative Michaela,,472,64
1076, case and advocate Bertucci, case and advocate Stacey,,53469,57020
1077, a court designated by Aksaç, a court designated by Katelyn,,101020,77
1078, a court designated by Stenberg, a court designated by Felicia,,56936,24985
1079, by the applicant's representative Makin, by the applicant's representative Jaclyn,,258,18499
1080, a court designated by Higgins, a court designated by Amy,,83197,29793
1081, the expert Traest, the expert Stefanie,,478,19700
1082, a court designated by Sidney, a court designated by Rachel,,76996,32532
1083, a court designated by Güner, a court designated by Doris,,1215,285
1084, case and advocate İnce, case and advocate Tammy,,16848,2465
1085, by the applicant Altunç, by the applicant Katelyn,,3209,77
1086, case and advocate Tuma, case and advocate Sherry,,13722,5515
1087, case and advocate Fabrice, case and advocate Hayley,,23994,3258
1088, by the applicant Ch, by the applicant James,,921,7957
1089, by the applicant Hünkar, by the applicant Kaitlyn,,29234,18499
1090, the expert Mosler, the expert Mariah,,1565,19870
1091, a court designated by Strathearn, a court designated by Phyllis,,1923,285
1092, by the respondent Lucyna, by the respondent Darlene,,53444,35291
1093, by the applicant's representative Rogers, by the applicant's representative Brenda,,34467,90134
1094, case and advocate Derek, case and advocate Bryan,,43423,37453
1095, was represented by Uğur, was represented by Kaitlyn,,324,18499
1096, case and advocate Annino, case and advocate Kristina,,3394,2259
1097, case and advocate Foakes, case and advocate Brianna,,2094,12930
1098, was represented by Riera, was represented by Kelsey,,26919,93567
1099, a court designated by Tullichettle, a court designated by Reginald,,48726,67
1100, was represented by Halil, was represented by Debra,,321,14720
1101, by the applicant's representative Copland, by the applicant's representative Zachary,,1974,661
1102, by the respondent Abdo, by the respondent Bianca,,3055,936
1103, a court designated by Lehmann, a court designated by Darin,,18022,258
1104, the expert Brooks, the expert Cheryl,,39119,80937
1105, case and advocate Recahi, case and advocate Kelli,,52206,21148
1106, the expert Alvina, the expert Kayla,,2259,4355
1107, a court designated by Dilipak, a court designated by Cheyenne,,587,26193
1108, a court designated by CEN, a court designated by Bianca,,965,936
1109, the expert Steininger, the expert Yolanda,,5248,10018
1110, the expert Einar, the expert Sonya,,14080,64
1111, a court designated by Rio, a court designated by John,,28059,3842
1112, a court designated by Laule, a court designated by Melinda,,1130,17872
1113, was represented by Torgny, was represented by Jocelyn,,3919,92609
1114, the expert Sta, the expert Michelle,,60920,33126
1115, the expert Mageean, the expert Mathew,,5420,365
1116, was represented by Moser, was represented by Traci,,261,25471
1117, by the respondent Kuru, by the respondent Kendra,,21585,969
1118, case and advocate Pakelli, case and advocate Jody,,21148,1094
1119, by the applicant's representative Litwin, by the applicant's representative Wanda,,7678,10018
1120, by the respondent Lorenzen, by the respondent Ruben,,5797,268
1121, a court designated by Louis, a court designated by Brady,,12140,36470
1122, by the applicant Willers, by the applicant Yolanda,,388,10018
