,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
390, in the territory of Stockholm, in the territory of Chile,,38476,22755
391, school teacher incurrently detained in Sweden, school teacher incurrently detained in Ghana,,16842,34905
392, into existence in Åbyhøj, into existence in Wallis and Futuna,,75,9821
393, lawyers practising in Vienna, lawyers practising in Finland,,26229,25270
394, in the area of Higher Whitley Conservation Area, in the area of Higher Whitley Conservation Canada,,14564,6144
395, school teacher incurrently detained in London, school teacher incurrently detained in Canada,,4693,6144
396, into existence in Austria, into existence in Malta,,21753,47832
397, into existence in Linz, into existence in South Africa,,91,7531
398, school teacher incurrently detained in Vienna, school teacher incurrently detained in Jersey,,26229,8911
399, into existence in Erlenbach, into existence in Guadeloupe,,16836,37841
400, The court in Grieskirchen, The court in Kyrgyz Republic,,864,4687
401, The court in Haina, The court in Maldives,,66,1644
402, school teacher incurrently detained in London, school teacher incurrently detained in China,,4693,4135
403, into existence in Stockholm, into existence in Ukraine,,38476,17111
404," school teacher incurrently detained in Piesendorf, Salzburg"," school teacher incurrently detained in Piesendorf, Tokelau",,6121,1952
405, into existence in London, into existence in Spain,,4693,11268
406, in the territory of Vienna, in the territory of Ghana,,26229,34905
407, The court heard evidence in London, The court heard evidence in Spain,,4693,11268
408, The court in Wels, The court in Mali,,1241,74
409, school teacher incurrently detained in Hirtenberg, school teacher incurrently detained in Mauritius,,4978,3750
410, into existence in London, into existence in India,,4693,5427
411, into existence in Scotland, into existence in Netherlands,,13944,16333
412, The court in Guildhall Square, The court in Guildhall Egypt,,15894,10253
413, in the territory of Düsseldorf, in the territory of Saint Barthelemy,,34760,2577
414, in the area of Oslo, in the area of Hungary,,43516,29171
415, in the territory of Oslo, in the territory of Cyprus,,43516,44637
416, into existence in Vienna, into existence in Congo,,26229,37642
417, The court heard evidence in Texas, The court heard evidence in China,,6112,4135
418, school teacher incurrently detained in Wels, school teacher incurrently detained in Monaco,,1241,15861
419, into existence in Vienna, into existence in Sudan,,26229,27325
420, The court heard evidence in London, The court heard evidence in Australia,,4693,6976
421, into existence in Glasgow, into existence in Zimbabwe,,31127,38581
422, lawyers practising in Giessen, lawyers practising in Latvia,,48540,13917
423, The court heard evidence in Lund, The court heard evidence in Switzerland,,38899,18908
424, in the territory of Amstetten, in the territory of Northern Mariana Islands,,1866,18708
425, into existence in London, into existence in Jordan,,4693,13268
426, in the area of Copenhagen, in the area of Yemen,,40892,27412
427, in the area of London, in the area of China,,4693,4135
428, in the area of London, in the area of Germany,,4693,6176
429, lawyers practising in London, lawyers practising in India,,4693,5427
430, lawyers practising in London, lawyers practising in Japan,,4693,4047
431, lawyers practising in Hessen, lawyers practising in Latvia,,257,13917
432, The court heard evidence in Germany, The court heard evidence in Israel,,6176,5143
433, lawyers practising in Dublin, lawyers practising in Poland,,24523,16795
434, in the territory of New York, in the territory of New Japan,,2816,4047
435, school teacher incurrently detained in Geneva, school teacher incurrently detained in Sudan,,31955,27325
436, The court in Vienna, The court in Ireland,,26229,11011
437, lawyers practising in London, lawyers practising in Iran,,4693,7751
438, in the area of Bregenz, in the area of Suriname,,91,482
439, lawyers practising in Tettnang, lawyers practising in Montserrat,,606,255
440, lawyers practising in Vienna, lawyers practising in Sweden,,26229,16842
441, lawyers practising in Kosovo, lawyers practising in Tanzania,,48863,45914
442, The court heard evidence in Dover, The court heard evidence in Pakistan,,49426,13115
443, school teacher incurrently detained in Vienna, school teacher incurrently detained in Niger,,26229,32345
444, The court heard evidence in Austria, The court heard evidence in Vietnam,,21753,15732
445, school teacher incurrently detained in Vienna, school teacher incurrently detained in Romania,,26229,34262
446, school teacher incurrently detained in London, school teacher incurrently detained in Spain,,4693,11268
447, in the territory of Bayreuth, in the territory of Anguilla,,3097,6077
448, into existence in Belfast, into existence in Philippines,,44867,22075
449, school teacher incurrently detained in Vienna, school teacher incurrently detained in Malta,,26229,47832
450, in the territory of Isle of Man, in the territory of Isle of Canada,,3083,6144
451, in the area of Manchester, in the area of Cuba,,17427,24605
452, The court in Austria, The court in Finland,,21753,25270
453, into existence in London, into existence in Japan,,4693,4047
454, into existence in Lochau, into existence in Comoros,,1952,375
455," into existence in London, England"," into existence in London, Germany",,5854,6176
456, The court heard evidence in London, The court heard evidence in France,,4693,6181
457, The court in Mattighofen, The court in Montenegro,,257,287
458, The court in London, The court in Germany,,4693,6176
459," into existence in Windsor, England"," into existence in Windsor, Brazil",,5854,10869
460, school teacher incurrently detained in Berlin, school teacher incurrently detained in Hungary,,12911,29171
461, in the territory of United States of America, in the territory of United States of Spain,,3968,11268
462, The court heard evidence in Oslo, The court heard evidence in Ireland,,43516,11011
463, into existence in Strasbourg, into existence in British Virgin Islands,,32620,18708
464, lawyers practising in London, lawyers practising in China,,4693,4135
465, in the territory of Vienna, in the territory of Jersey,,26229,8911
466, in the area of Sweden, in the area of Hungary,,16842,29171
467, The court in United Kingdom, The court in United Jersey,,11491,8911
468, The court heard evidence in Belfast, The court heard evidence in Croatia,,44867,42862
469, school teacher incurrently detained in United Kingdom, school teacher incurrently detained in United Switzerland,,11491,18908
470, into existence in Vienna, into existence in Yemen,,26229,27412
471, in the area of Möchengladbach, in the area of Saint Kitts and Nevis,,16836,261
472, The court heard evidence in London, The court heard evidence in Canada,,4693,6144
473," in the area of Imst, Austria"," in the area of Imst, Niger",,21753,32345
474, school teacher incurrently detained in Northern Ireland, school teacher incurrently detained in Northern Norway,,11011,20341
475, The court in Surrey, The court in Greenland,,5292,1373
476, in the area of Trondheim, in the area of Vanuatu,,17563,37577
477," into existence in Surrey, England"," into existence in Surrey, Germany",,5854,6176
478, in the area of London, in the area of India,,4693,5427
479, lawyers practising in London, lawyers practising in France,,4693,6181
480, in the territory of Hull, in the territory of Belgium,,42432,22785
481, in the area of London, in the area of Israel,,4693,5143
482, in the territory of United States of America, in the territory of United States of Canada,,3968,6144
483," into existence in Großbottwar, Germany"," into existence in Großbottwar, Australia",,6176,6976
484, in the territory of Austria, in the territory of Ghana,,21753,34905
485, lawyers practising in Neulengbach, lawyers practising in Montenegro,,16836,287
486," The court heard evidence in Wesel, Germany"," The court heard evidence in Wesel, Jordan",,6176,13268
487, school teacher incurrently detained in İzmir (Turkey), school teacher incurrently detained in İzmir Botswana,,10,3230
488, in the territory of Izmir, in the territory of Moldova,,17001,8947
489, The court in London, The court in Germany,,4693,6176
490, in the territory of Istanbul, in the territory of Cuba,,41460,24605
491, in the territory of Edirne, in the territory of Western Sahara,,570,4595
492, in the territory of Kuşadası, in the territory of Papua New Guinea,,5588,34410
493, The court heard evidence in Nürnberg, The court heard evidence in New Caledonia,,4978,9409
494, The court in Istanbul, The court in Poland,,41460,16795
495, lawyers practising in Istanbul, lawyers practising in Switzerland,,41460,18908
496, in the area of Istanbul, in the area of Hungary,,41460,29171
497, in the territory of İzmir, in the territory of New Caledonia,,17001,9409
498, lawyers practising in Istanbul, lawyers practising in Panama,,41460,37783
499, in the territory of Diyarbakır, in the territory of Wallis and Futuna,,43159,9821
500, The court in Istanbul airport, The court in Istanbul Sudan,,13952,27325
501, in the territory of Diyarbakır, in the territory of Timor-Leste,,43159,16300
502, in the area of Germany, in the area of China,,6176,4135
503, The court heard evidence in Istanbul, The court heard evidence in Jersey,,41460,8911
504, in the territory of Mersin, in the territory of British Virgin Islands,,249,18708
505, The court heard evidence in Istanbul, The court heard evidence in Romania,,41460,34262
506, school teacher incurrently detained in Ankara, school teacher incurrently detained in Saudi Arabia,,4595,20498
507, into existence in Diyarbakır, into existence in Kyrgyz Republic,,43159,4687
508, in the territory of Istanbul, in the territory of Qatar,,41460,38372
509, into existence in Beşiktaş district, into existence in Beşiktaş Canada,,3286,6144
510, The court heard evidence in Istanbul, The court heard evidence in Guinea,,41460,34410
511, in the territory of Turkey, in the territory of Morocco,,14307,40983
512, lawyers practising in Bursa, lawyers practising in British Virgin Islands,,66,18708
513, The court heard evidence in Ankara, The court heard evidence in Saudi Arabia,,4595,20498
514, The court heard evidence in Trabzon, The court heard evidence in Faroe Islands,,5894,18708
515, The court heard evidence in Syria, The court heard evidence in Denmark,,12728,22783
516, school teacher incurrently detained in Balıkesir, school teacher incurrently detained in Madagascar,,343,274
517, The court heard evidence in Turkey, The court heard evidence in Norway,,14307,20341
518, lawyers practising in Diyarbakır, lawyers practising in Wallis and Futuna,,43159,9821
519, in the area of Ankara, in the area of Albania,,4595,571
520, school teacher incurrently detained in İstanbul, school teacher incurrently detained in San Marino,,36563,2610
521, in the area of İzmir, in the area of Botswana,,17001,3230
522, The court heard evidence in Diyarbakır, The court heard evidence in Timor-Leste,,43159,16300
523, lawyers practising in Diyarbakır, lawyers practising in Wallis and Futuna,,43159,9821
524, school teacher incurrently detained in Diyarbakır, school teacher incurrently detained in Wallis and Futuna,,43159,9821
525, The court heard evidence in Istanbul, The court heard evidence in Finland,,41460,25270
526, in the territory of Ankara, in the territory of Dominica,,4595,3737
527, school teacher incurrently detained in Mersin, school teacher incurrently detained in Paraguay,,249,333
528, in the territory of Diyarbakır, in the territory of Timor-Leste,,43159,16300
529," in the area of Freiburg, Switzerland"," in the area of Freiburg, Serbia",,18908,37959
530, into existence in Diyarbakır, into existence in Timor-Leste,,43159,16300
531, school teacher incurrently detained in Eskiizmir district, school teacher incurrently detained in Eskiizmir Spain,,3286,11268
532, in the territory of America, in the territory of France,,3968,6181
533, in the territory of police station, in the territory of police France,,4660,6181
534, The court heard evidence in Mersin, The court heard evidence in San Marino,,249,2610
535, in the area of Van, in the area of Iran,,10049,7751
536, in the territory of Nicosia, in the territory of Central African Republic,,571,4687
537, into existence in Amasya, into existence in Zambia,,5973,571
538, lawyers practising in Diyarbakır, lawyers practising in Wallis and Futuna,,43159,9821
539, The court heard evidence in Istanbul, The court heard evidence in Malta,,41460,47832
540, into existence in Mardin, into existence in Bermuda,,249,14776
541, lawyers practising in Istanbul, lawyers practising in Panama,,41460,37783
542, The court in Istanbul, The court in Austria,,41460,21753
543, The court heard evidence in bus stop, The court heard evidence in bus India,,3523,5427
544, into existence in Diyarbakır, into existence in Timor-Leste,,43159,16300
545, in the territory of Istanbul, in the territory of Portugal,,41460,24084
546, school teacher incurrently detained in London, school teacher incurrently detained in Israel,,4693,5143
547, lawyers practising in Istanbul, lawyers practising in Georgia,,41460,12096
548, into existence in Istanbul, into existence in Norway,,41460,20341
549, The court heard evidence in Istanbul, The court heard evidence in Cuba,,41460,24605
550, in the area of Kocaeli, in the area of Botswana,,74,3230
551, lawyers practising in Istiklal Street, lawyers practising in Istiklal Jordan,,5720,13268
552, school teacher incurrently detained in Nicosia, school teacher incurrently detained in United Arab Emirates,,571,47229
553, into existence in Diyarbakır, into existence in Timor-Leste,,43159,16300
554, into existence in Diyarbakır, into existence in Timor-Leste,,43159,16300
555, in the area of İzmir, in the area of Saint Barthelemy,,17001,2577
556, The court heard evidence in Istanbul, The court heard evidence in Niger,,41460,32345
557, into existence in Nazilli, into existence in Bahrain,,3370,1949
558, The court heard evidence in Antalya, The court heard evidence in Uruguay,,66,333
559, in the area of Turkey, in the area of Austria,,14307,21753
560, in the territory of Istanbul, in the territory of Qatar,,41460,38372
561, school teacher incurrently detained in Bursa, school teacher incurrently detained in Burundi,,66,74
562, lawyers practising in Ankara, lawyers practising in Mongolia,,4595,25119
563, into existence in northern part of Cyprus, into existence in northern part of Cuba,,44637,24605
564, into existence in London, into existence in Mexico,,4693,8987
565, in the area of Mersin, in the area of Anguilla,,249,6077
566, The court in Başbağlar village, The court in Başbağlar Iceland,,7773,28651
567, lawyers practising in İzmir, lawyers practising in Swaziland,,17001,395
568, into existence in Ankara (Turkey), into existence in Ankara Northern Mariana Islands,,10,18708
569, in the area of Izmir, in the area of Sri Lanka,,17001,31642
570, school teacher incurrently detained in Mersin, school teacher incurrently detained in Guernsey,,249,5462
571, lawyers practising in Istanbul, lawyers practising in Sudan,,41460,27325
572, lawyers practising in Istanbul, lawyers practising in Vietnam,,41460,15732
573, in the territory of Bursa, in the territory of North Macedonia,,66,9409
574, The court in Istanbul, The court in Kenya,,41460,27946
575, in the area of İzmir, in the area of United States of America,,17001,3968
576, in the territory of Bursa, in the territory of Andorra,,66,376
577, in the territory of Şanlıurfa, in the territory of Saint Kitts and Nevis,,6855,261
578, The court in İstanbul, The court in Guadeloupe,,36563,37841
579, in the territory of Diyarbakır, in the territory of Timor-Leste,,43159,16300
580, The court heard evidence in Istanbul, The court heard evidence in Serbia,,41460,37959
581, The court in Istanbul, The court in Sudan,,41460,27325
582, The court heard evidence in İstanbul, The court heard evidence in Suriname,,36563,482
583, lawyers practising in Tatvan, lawyers practising in Dominica,,6148,3737
584, into existence in Hasancık District, into existence in Hasancık Japan,,4412,4047
585, The court heard evidence in İstanbul, The court heard evidence in Gibraltar,,36563,17447
586, lawyers practising in Istanbul, lawyers practising in Belgium,,41460,22785
587, into existence in Izmir, into existence in Gambia,,17001,571
588, into existence in Diyarbakır, into existence in Timor-Leste,,43159,16300
589, The court in Turkey, The court in Jersey,,14307,8911
590, in the territory of Ankara, in the territory of Solomon Islands,,4595,18708
591, lawyers practising in Istanbul, lawyers practising in Poland,,41460,16795
592, into existence in Istanbul, into existence in Korea,,41460,9733
593, into existence in İzmir, into existence in French Southern Territories,,17001,2370
594, school teacher incurrently detained in Ankara (Turkey), school teacher incurrently detained in Ankara Montserrat,,10,255
595, lawyers practising in Istanbul, lawyers practising in Turkey,,41460,14307
596, school teacher incurrently detained in Istanbul, school teacher incurrently detained in Guinea,,41460,34410
597, lawyers practising in United Kingdom, lawyers practising in United Vietnam,,11491,15732
598, The court heard evidence in Kahramanmaraş, The court heard evidence in Brunei Darussalam,,9663,45321
599, in the area of café, in the area of Kuwait,,36241,46614
600, The court heard evidence in Istanbul, The court heard evidence in Panama,,41460,37783
601, lawyers practising in Istanbul, lawyers practising in Congo,,41460,37642
602, lawyers practising in Diyarbakır, lawyers practising in Timor-Leste,,43159,16300
603, in the territory of Diyarbakır, in the territory of Kyrgyz Republic,,43159,4687
604, in the territory of İzmir, in the territory of French Polynesia,,17001,571
605, The court in Istanbul, The court in Cyprus,,41460,44637
606, lawyers practising in Adana, lawyers practising in Fiji,,3230,27520
607, lawyers practising in Zonguldak, lawyers practising in Swaziland,,518,395
608," lawyers practising in Seewen, Switzerland"," lawyers practising in Seewen, Ecuador",,18908,40145
609, The court heard evidence in Adana, The court heard evidence in Belize,,3230,907
610, The court in Izmir, The court in Estonia,,17001,571
611, The court in Adana, The court in Niue,,3230,489
612, into existence in Kandıra, into existence in United States Virgin Islands,,376,18708
613, school teacher incurrently detained in Bursa, school teacher incurrently detained in Nicaragua,,66,45877
614, into existence in London, into existence in Iran,,4693,7751
615, The court in Bitlis, The court in Niue,,38466,489
616, in the area of Van, in the area of Mexico,,10049,8987
617, lawyers practising in Bursa, lawyers practising in Equatorial Guinea,,66,34410
618, lawyers practising in Istanbul, lawyers practising in Morocco,,41460,40983
619, in the territory of Ankara, in the territory of Mongolia,,4595,25119
620, into existence in Uşak, into existence in Nicaragua,,518,45877
621, lawyers practising in Istanbul, lawyers practising in Zimbabwe,,41460,38581
622, school teacher incurrently detained in Ankara, school teacher incurrently detained in Tonga,,4595,66
623, The court in Van, The court in India,,10049,5427
624, school teacher incurrently detained in Izmir, school teacher incurrently detained in Albania,,17001,571
625, lawyers practising in Şanlıurfa Airport, lawyers practising in Şanlıurfa Myanmar,,18328,43828
626, The court heard evidence in Milli Egemenlik Park, The court heard evidence in Milli Egemenlik Spain,,4913,11268
627, lawyers practising in Istanbul, lawyers practising in Cyprus,,41460,44637
628," The court in Human Rights Building, Strasbourg"," The court in Human Rights Building, United Arab Emirates",,32620,47229
629, school teacher incurrently detained in Muğla (Turkey), school teacher incurrently detained in Muğla French Southern Territories,,10,2370
630, in the area of Istanbul, in the area of Thailand,,41460,23174
631, The court in Istanbul, The court in Chile,,41460,22755
632, into existence in Ayia Napa, into existence in Ayia Niue,,66,489
633, lawyers practising in Batman, lawyers practising in Chad,,29183,34884
634, The court in Barcelona, The court in Iceland,,24639,28651
635, in the area of Paris, in the area of Israel,,7785,5143
636, The court heard evidence in northern parts, The court heard evidence in northern Jordan,,4243,13268
637, lawyers practising in Berlin, lawyers practising in Italy,,12911,9972
638, The court in Vaud, The court in Monaco,,5353,15861
639, lawyers practising in Hamburg, lawyers practising in Uganda,,38343,35522
640, The court in Germany, The court in Australia,,6176,6976
641, into existence in Hauts-de-Seine, into existence in Hauts-de-Greenland,,460,1373
642," The court in Human Rights Building, Strasbourg"," The court in Human Rights Building, Anguilla",,32620,6077
643, lawyers practising in Nancy, lawyers practising in Chile,,23397,22755
644, lawyers practising in Ghent, lawyers practising in British Virgin Islands,,85,18708
645, lawyers practising in Innsbruck, lawyers practising in United States of America,,32068,3968
646, in the area of Geneva, in the area of Panama,,31955,37783
647, lawyers practising in Innsbruck, lawyers practising in United States of America,,32068,3968
648," The court in Human Rights Building, Strasbourg"," The court in Human Rights Building, North Macedonia",,32620,9409
649, in the area of Barcelona, in the area of Korea,,24639,9733
650, The court heard evidence in Germany, The court heard evidence in Spain,,6176,11268
651, lawyers practising in Madrid, lawyers practising in Romania,,21924,34262
652, in the territory of Graz, in the territory of Senegal,,5744,42552
653, lawyers practising in Linz, lawyers practising in Angola,,91,6836
654, school teacher incurrently detained in Pamplona, school teacher incurrently detained in Turkmenistan,,8440,7399
655, The court heard evidence in Ireland, The court heard evidence in Cuba,,11011,24605
656, The court in Germany, The court in Canada,,6176,6144
657, in the territory of Austria, in the territory of Egypt,,21753,10253
658, The court in Brumath, The court in Rwanda,,506,7447
659, The court in Craigavon, The court in Isle of Man,,251,3083
660, in the territory of Mönchengladbach, in the territory of Saint Pierre and Miquelon,,16836,46842
661," school teacher incurrently detained in Human Rights Building, Strasbourg"," school teacher incurrently detained in Human Rights Building, French Guiana",,32620,8960
662, lawyers practising in Berlin, lawyers practising in Pakistan,,12911,13115
663, in the area of Geneva, in the area of Chile,,31955,22755
664," in the territory of Human Rights Building, Strasbourg"," in the territory of Human Rights Building, Micronesia",,32620,571
665," in the territory of rue Saint-Léger, Geneva"," in the territory of rue Saint-Léger, Finland",,31955,25270
666, The court in Vienna, The court in Ireland,,26229,11011
667, The court heard evidence in Colombes, The court heard evidence in Gambia,,265,571
668, into existence in Lancashire, into existence in Mauritania,,603,571
669, The court in Neuilly-sur-Seine, The court in Neuilly-sur-Kenya,,460,27946
670," The court heard evidence in Human Rights Building, Strasbourg"," The court heard evidence in Human Rights Building, Turkmenistan",,32620,7399
671, in the territory of Berlin, in the territory of Italy,,12911,9972
672, school teacher incurrently detained in Dachau, school teacher incurrently detained in Zambia,,1952,571
673, in the area of Northern Ireland, in the area of Northern Guinea,,11011,34410
674, into existence in Gibraltar, into existence in North Macedonia,,17447,9409
675," The court in Human Rights Building, Strasbourg"," The court in Human Rights Building, Central African Republic",,32620,4687
676, into existence in French Guiana, into existence in French Angola,,8960,6836
677, The court heard evidence in Germany, The court heard evidence in Spain,,6176,11268
678, school teacher incurrently detained in Vienna, school teacher incurrently detained in Sweden,,26229,16842
679, in the territory of Vesdre, in the territory of Seychelles,,250,265
680," in the area of Human Rights Building, Strasbourg"," in the area of Human Rights Building, Cameroon",,32620,251
681, lawyers practising in Madrid, lawyers practising in Jersey,,21924,8911
682, in the area of Paris, in the area of France,,7785,6181
683, school teacher incurrently detained in Mönchengladbach, school teacher incurrently detained in Saint Kitts and Nevis,,16836,261
684, in the area of Lumbier, in the area of Tokelau,,1321,1952
685, school teacher incurrently detained in Vigo, school teacher incurrently detained in United Kingdom,,15973,11491
686, lawyers practising in La Roca del Vallès, lawyers practising in La Roca del Tunisia,,12713,30160
687, The court heard evidence in Vienna, The court heard evidence in Zimbabwe,,26229,38581
688, in the territory of Saint-Jean-de-Luz, in the territory of Saint-Jean-de-Congo,,91,37642
689, school teacher incurrently detained in Turkey, school teacher incurrently detained in Thailand,,14307,23174
690, into existence in Champagny-en-Vanoise, into existence in Champagny-en-Liechtenstein,,885,6339
691, school teacher incurrently detained in Ameisberg, school teacher incurrently detained in United States Virgin Islands,,4978,18708
692, The court heard evidence in Ghent, The court heard evidence in Eritrea,,85,15593
693, in the area of Saint-Didier-au-Mont-d’Or, in the area of Saint-Didier-au-Mont-Norfolk Island,,3980,8451
694, lawyers practising in Paris, lawyers practising in Mexico,,7785,8987
695, The court heard evidence in Geneva, The court heard evidence in Ireland,,31955,11011
696," in the territory of Human Rights Building, Strasbourg"," in the territory of Human Rights Building, Guernsey",,32620,5462
697, lawyers practising in Königstetten, lawyers practising in Heard Island and McDonald Islands,,1866,18708
698, The court in France, The court in Mexico,,6181,8987
699, in the area of Paris, in the area of Germany,,7785,6176
700, into existence in Visby, into existence in Guyana,,1615,3230
701," in the territory of Human Rights Building, Strasbourg"," in the territory of Human Rights Building, Faroe Islands",,32620,18708
702, into existence in Wiesbaden, into existence in United States of America,,12670,3968
703, into existence in Düsseldorf, into existence in New Caledonia,,34760,9409
704, in the area of Lausanne, in the area of Eritrea,,17416,15593
705, lawyers practising in Lincoln, lawyers practising in Qatar,,15915,38372
706, The court heard evidence in Hamburg, The court heard evidence in Cambodia,,38343,41984
707, into existence in Tyresö, into existence in American Samoa,,2381,12354
708, The court heard evidence in Vienna, The court heard evidence in Georgia,,26229,12096
709, lawyers practising in London, lawyers practising in India,,4693,5427
710, in the area of La Ferté-Macé, in the area of La Ferté-Qatar,,860,38372
711, in the area of Valencia, in the area of Norway,,47137,20341
712," lawyers practising in Human Rights Building, Strasbourg"," lawyers practising in Human Rights Building, Cameroon",,32620,251
713, in the area of Krems, in the area of Czech Republic,,983,4687
714, in the area of Paris, in the area of Iran,,7785,7751
715," in the area of Human Rights Building, Strasbourg"," in the area of Human Rights Building, Vanuatu",,32620,37577
716, The court heard evidence in Saint-Jean-de-Luz, The court heard evidence in Saint-Jean-de-Iceland,,91,28651
717, The court heard evidence in Strasbourg, The court heard evidence in Faroe Islands,,32620,18708
718, into existence in Mattighofen, into existence in Saint Barthelemy,,257,2577
719," The court heard evidence in Human Rights Building, Strasbourg"," The court heard evidence in Human Rights Building, Gibraltar",,32620,17447
720, school teacher incurrently detained in Starnberg, school teacher incurrently detained in Burundi,,4978,74
721," school teacher incurrently detained in Human Rights Building, Strasbourg"," school teacher incurrently detained in Human Rights Building, Lesotho",,32620,80
722, The court in Hamar, The court in Belize,,274,907
723, into existence in Zürich, into existence in Turkmenistan,,5969,7399
724, in the area of Vienna, in the area of Singapore,,26229,16861
725, in the area of Ostermiething, in the area of Djibouti,,1526,74
726, The court in Graz, The court in Russian Federation,,5744,20369
727, into existence in Muret Prison, into existence in Muret Pakistan,,31083,13115
728, lawyers practising in Neustift, lawyers practising in Faroe Islands,,2094,18708
729," The court heard evidence in Human Rights Building, Strasbourg"," The court heard evidence in Human Rights Building, Tuvalu",,32620,86
730, in the territory of Graz, in the territory of Mali,,5744,74
731, lawyers practising in Spain, lawyers practising in Iran,,11268,7751
732, lawyers practising in Westcliff, lawyers practising in Maldives,,1648,1644
733, The court in France, The court in Spain,,6181,11268
734, into existence in Marseilles, into existence in Cameroon,,18810,251
735, The court heard evidence in Offenburg, The court heard evidence in Guam,,40260,312
736, lawyers practising in Saverne, lawyers practising in Burundi,,570,74
737, into existence in Lüneburg, into existence in United States of America,,6121,3968
738, in the territory of Berlin, in the territory of Panama,,12911,37783
739, The court heard evidence in Vienna, The court heard evidence in Finland,,26229,25270
740, into existence in Berlin, into existence in Morocco,,12911,40983
741, lawyers practising in Bologna, lawyers practising in Lesotho,,2072,80
742, lawyers practising in Rees, lawyers practising in Guam,,265,312
743, The court heard evidence in Bilbao, The court heard evidence in Cape Verde,,80,615
744, The court heard evidence in Germany, The court heard evidence in India,,6176,5427
745, in the area of Vienna, in the area of Qatar,,26229,38372
746, in the area of Switzerland, in the area of Chile,,18908,22755
747, school teacher incurrently detained in Villeurbanne, school teacher incurrently detained in Uzbekistan,,17416,7399
748, school teacher incurrently detained in Switzerland, school teacher incurrently detained in Ukraine,,18908,17111
749," school teacher incurrently detained in Human Rights Building, Strasbourg"," school teacher incurrently detained in Human Rights Building, Western Sahara",,32620,4595
750, in the area of Aachen Prison, in the area of Aachen Italy,,31083,9972
751, in the territory of Melk, in the territory of Senegal,,76,42552
752, in the territory of Nantes, in the territory of Saint Lucia,,20302,47040
753, into existence in Linz, into existence in Angola,,91,6836
754, The court in Paris, The court in Canada,,7785,6144
755, into existence in Hanseatic City of Hamburg, into existence in Hanseatic City of Argentina,,38343,23881
756, school teacher incurrently detained in Austria, school teacher incurrently detained in Guinea,,21753,34410
757, in the area of Straubing Prison, in the area of Straubing Chile,,31083,22755
758," in the area of Human Rights Building, Strasbourg"," in the area of Human Rights Building, Tuvalu",,32620,86
759, The court heard evidence in Brussels, The court heard evidence in Morocco,,30167,40983
760, into existence in Munich, into existence in Indonesia,,32000,23340
761, into existence in Human Rights Building, into existence in Human Rights Australia,,16790,6976
762," school teacher incurrently detained in Human Rights Building, Strasbourg"," school teacher incurrently detained in Human Rights Building, Saint Helena",,32620,6736
763, in the area of Hamburg, in the area of Malaysia,,38343,23799
764, lawyers practising in Berne, lawyers practising in Belarus,,570,33858
765, lawyers practising in Mannheim, lawyers practising in Fiji,,17563,27520
766, in the territory of Saint-Quentin, in the territory of Saint-Reunion,,41319,20172
767, The court heard evidence in Vienna, The court heard evidence in Peru,,26229,31805
768," The court in Wetter, North Rhine-Westphalia"," The court in Wetter, North Rhine-Guatemala",,571,46560
769, in the territory of United States, in the territory of United Japan,,2077,4047
770, The court heard evidence in Saint-Laurent, The court heard evidence in Saint-Switzerland,,47456,18908
771, lawyers practising in Murcia, lawyers practising in Mali,,14265,74
772," lawyers practising in Human Rights Building, Strasbourg"," lawyers practising in Human Rights Building, Uruguay",,32620,333
773, in the territory of Germany, in the territory of Iran,,6176,7751
774, lawyers practising in Bregenz, lawyers practising in Liechtenstein,,91,6339
775," in the area of Human Rights Building, Strasbourg"," in the area of Human Rights Building, Western Sahara",,32620,4595
776," The court heard evidence in Płock, Poland"," The court heard evidence in Płock, Vietnam",,16795,15732
777, into existence in Nicosia, into existence in Eritrea,,571,15593
