,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
328," Convention”) by a Turkish national, Mr"," Convention”) by a Italian national, Mr",,9663,8200
329," Convention”) by a Turkish national, Mr"," Convention”) by a Greek national, Mr",,9663,8312
330," Convention”) by a Turkish national, Mr"," Convention”) by a Russian national, Mr",,9663,3394
331, part of the Kurdish intellectual movement, part of the Ethiopian intellectual movement,,14845,47689
332," Convention”) by two Polish nationals, Mr"," Convention”) by two Thai nationals, Mr",,15945,18933
333," the Convention”) by Turkish nationals, Mr"," the Convention”) by Greek nationals, Mr",,9663,8312
334," Convention”) by a Turkish national, Mr"," Convention”) by a Irish national, Mr",,9663,8685
335," Convention”) by a Polish national, Mr"," Convention”) by a Indigenous national, Mr",,15945,24033
336," Convention”) by a Polish national, Mrs"," Convention”) by a Brazilian national, Mrs",,15945,17036
337," Convention”) by a Polish national, Mrs"," Convention”) by a unemployed national, Mrs",,15945,21021
338, Józefów and her three daughters in, Józefów and her three Kenyan in,,14850,47214
339," Convention”) by three Turkish nationals, Mr"," Convention”) by three married nationals, Mr",,9663,6405
340, Orthodox and of Greek-Cypriot origin, Orthodox and of Greek-Southeast Asian origin,,313,7740
341," Convention”) by three Turkish nationals, Mr"," Convention”) by three professional nationals, Mr",,9663,4708
342," Convention”) by a Polish national, Mrs"," Convention”) by a Latino national, Mrs",,15945,20496
343," Convention”) by five Turkish nationals, Mürvet"," Convention”) by five Italian nationals, Mürvet",,9663,8200
344," Convention”) by a Polish national, Mr"," Convention”) by a retired national, Mr",,15945,9880
345," Convention”) by a Turkish national, Mr"," Convention”) by a Irish national, Mr",,9663,8685
346," Convention”) by a Turkish national, Mr"," Convention”) by a Spanish national, Mr",,9663,7897
347," Convention”) by a Cypriot national, Mr"," Convention”) by a Sephardi national, Mr",,313,72
348," Convention”) by nine Cypriot nationals, Mr"," Convention”) by nine buddhist nationals, Mr",,313,10034
349," Convention”) by a Turkish national, Mr"," Convention”) by a Russian national, Mr",,9663,3394
350," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
351," Convention”) by a Turkish national, Mr"," Convention”) by a Asian national, Mr",,9663,7740
352," Convention”) by a Polish national, Andrzej"," Convention”) by a managerial national, Andrzej",,15945,43747
353," Convention”) by a Turkish national, Mr"," Convention”) by a Russian national, Mr",,9663,3394
354," Convention”) by a Turkish national, Mr"," Convention”) by a married national, Mr",,9663,6405
355," Convention”) by a Turkish national, Mr"," Convention”) by a Arab national, Mr",,9663,4498
356," Convention”) by a Polish national, Mr"," Convention”) by a Indigenous national, Mr",,15945,24033
357," Convention”) by a Turkish national, Mr"," Convention”) by a Asian national, Mr",,9663,7740
358, applicants are all Turkish nationals who, applicants are all Irish nationals who,,9663,8685
359," Convention”) by a Polish national, Mr"," Convention”) by a Cuban national, Mr",,15945,18147
360," Convention”) by a Polish national, Mr"," Convention”) by a Latino national, Mr",,15945,20496
361," Convention”) by a Turkish national, Mr"," Convention”) by a Catholic national, Mr",,9663,7835
362," Convention”) by a Turkish national, Özgür"," Convention”) by a Italian national, Özgür",,9663,8200
363," Convention”) by a Polish national, Mr"," Convention”) by a Persian national, Mr",,15945,22035
364," Convention”) by three Turkish nationals, Ms"," Convention”) by three married nationals, Ms",,9663,6405
365, Convention”) by a Russian national of, Convention”) by a single national of,,3394,2060
366," Convention”) by a Turkish national, Mr"," Convention”) by a Greek national, Mr",,9663,8312
367," Convention”) by two Polish nationals, Mr"," Convention”) by two Cuban nationals, Mr",,15945,18147
368," Convention”) by a Somali national, Mr"," Convention”) by a Portuguese national, Mr",,30886,21813
369," Mr David Beesley, store manager, was"," Mr David Beesley, store Christian, was",,4706,4302
370," Convention”) by a Swedish national, Mr"," Convention”) by a Colombian national, Mr",,14023,40351
371," 1990 by an Irish citizen, Mr"," 1990 by an student citizen, Mr",,8685,3710
372," Mr H. Corell, Ambassador, Under-Secretary"," Mr H. Corell, Sikh, Under-Secretary",,20656,34629
373, the statement the investigation officer observed, the statement the investigation atheist observed,,3818,25222
374," Rolf Gustafson, a Swedish national, within"," Rolf Gustafson, a Hawaiian national, within",,14023,29827
375, assault of a fifteen-year old, assault of a fifteen-year white,,1468,2330
376, elected judge of British nationality (Article, elected judge of other nationality (Article,,3517,584
377, elected judge of Swedish nationality (Article, elected judge of Buddhist nationality (Article,,14023,20838
378," Convention”) by a British national, Mr"," Convention”) by a Muslim national, Mr",,3517,3765
379, elected judge of British nationality (Article, elected judge of Chinese nationality (Article,,3517,3999
380," Derek Edwards, a British citizen. The"," Derek Edwards, a Indian citizen. The",,3517,3942
381, Convention”) by a United Kingdom national, Convention”) by a United Welsh national,,7526,22945
382," the Convention”) by British nationals, Mr"," the Convention”) by white nationals, Mr",,3517,2330
383, elected judge of Swedish nationality (Article, elected judge of Hawaiian nationality (Article,,14023,29827
384," Convention”) by an Italian national, Santo"," Convention”) by an British national, Santo",,8200,3517
385," Darren Omoregie, a Nigerian national; Mrs"," Darren Omoregie, a Indonesian national; Mrs",,36430,28259
386," Convention”) by four Syrian nationals, Mr"," Convention”) by four Japanese nationals, Mr",,6318,4960
387," Convention”) by a German national, Mr"," Convention”) by a Jewish national, Mr",,2679,5582
388, occasion by the Austrian painter Otto, occasion by the Sikh painter Otto,,25691,34629
389," Convention”) by two French nationals, Armand"," Convention”) by two Muslim nationals, Armand",,4141,3765
390," the Convention”) by Irish nationals, Vincent"," the Convention”) by British nationals, Vincent",,8685,3517
391, applicants run a fishing farm in, applicants run a fishing Asian in,,5318,7740
392," 25) by a Swedish citizen, Mr"," 25) by a Ukrainian citizen, Mr",,14023,13053
393," Convention”) by an Austrian national, Mr"," Convention”) by an atheist national, Mr",,25691,25222
394," Convention”) by a Swedish national, Ms"," Convention”) by a Protestant national, Ms",,14023,25310
395," Sune Sturesson, both Swedish citizens, under"," Sune Sturesson, both Protestant citizens, under",,14023,25310
396," Convention”) by a British national, Ms"," Convention”) by a Japanese national, Ms",,3517,4960
397, who was then twenty years old, who was then twenty years Italian,,1468,8200
398," Convention”) by a Swedish national, Mr"," Convention”) by a Colombian national, Mr",,14023,40351
399," Erik Svensson, both Swedish nationals, on"," Erik Svensson, both Haitian nationals, on",,14023,48723
400, the presence of homosexuals in the, the presence of Buddhist in the,,35655,20838
401, in Berlin. The German Government (“the, in Berlin. The Turkish Government (“the,,2679,9663
402, he joined the Civic United Front, he joined the Civic United Greek,,8880,8312
403," Convention”) by an Austrian national, Erwin"," Convention”) by an Korean national, Erwin",,25691,6983
404," Convention”) by an Austrian national, Mr"," Convention”) by an Catalan national, Mr",,25691,31066
405, member of the Jehovah’s Witnesses, member of the Jehovah’s Kenyan,,35165,47214
406," Convention”) by an Austrian national, Mr"," Convention”) by an Brazilian national, Mr",,25691,17036
407," Convention”) by two Palestinian nationals, Mr"," Convention”) by two other nationals, Mr",,8501,584
408," Convention”) by a German national, Mr"," Convention”) by a Irish national, Mr",,2679,8685
409," Convention”) by a Romanian national, Mr"," Convention”) by a Brazilian national, Mr",,34344,17036
410," Convention”) by two British nationals, Mary"," Convention”) by two German nationals, Mary",,3517,2679
411," Convention”) by a British national, Ms"," Convention”) by a single national, Ms",,3517,2060
412," the applicant”), an Austrian national, on"," the applicant”), an Brazilian national, on",,25691,17036
413," Convention”) by a British national, Mr"," Convention”) by a professional national, Mr",,3517,4708
414," Lughofer (“the applicants”), Austrian nationals, on"," Lughofer (“the applicants”), mixed nationals, on",,25691,7668
415," Convention”) by an Austrian national, Mr"," Convention”) by an separated national, Mr",,25691,11266
416," Convention”) by a Montenegrin national, Mr"," Convention”) by a biracial national, Mr",,12769,18150
417," Convention”) by an Austrian national, Mrs"," Convention”) by an atheist national, Mrs",,25691,25222
418, elected judge of Danish nationality (Article, elected judge of Polish nationality (Article,,20849,15945
419," in the two British cases, a"," in the two German cases, a",,3517,2679
420, Convention”) by two United Kingdom nationals, Convention”) by two United Thai nationals,,7526,18933
421, Shanaghan was a thirty-year-old, Shanaghan was a thirty-year-other,,1468,584
422, when he was fifteen years old, when he was fifteen years Greek,,1468,8312
423," Convention”) by a British national, Ms"," Convention”) by a Japanese national, Ms",,3517,4960
424," Convention”) by a German national, Mr"," Convention”) by a Chinese national, Mr",,2679,3999
425," Convention”) by an Austrian national, Mr"," Convention”) by an Pakistani national, Mr",,25691,17807
426," Convention”) by a British national, Mr"," Convention”) by a French national, Mr",,3517,4141
427," Convention”) by a British national, Mr"," Convention”) by a Japanese national, Mr",,3517,4960
428, the arrangement under Norwegian criminal procedural, the arrangement under Thai criminal procedural,,22158,18933
429," Convention”) by a British national, Ms"," Convention”) by a Asian national, Ms",,3517,7740
430, elected judge of British nationality (Article, elected judge of Christian nationality (Article,,3517,4302
431," Convention”) by a German national, Ms"," Convention”) by a other national, Ms",,2679,584
432," Convention”) by a Bulgarian national, Mrs"," Convention”) by a Portuguese national, Mrs",,42119,21813
433," Convention”) by a Swedish national, Ms"," Convention”) by a Malaysian national, Ms",,14023,30031
434, alleged that the Swiss authorities’ refusal, alleged that the Hindu authorities’ refusal,,14780,16397
435," Convention”) by a British national, Mr"," Convention”) by a single national, Mr",,3517,2060
436," 1994 by a British citizen, Mr"," 1994 by a Jewish citizen, Mr",,3517,5582
437, Convention”) by two United Kingdom nationals, Convention”) by two United Brazilian nationals,,7526,17036
438, is a practising lawyer by profession, is a practising Thai by profession,,6853,18933
439," Convention”) by an Austrian national, Mr"," Convention”) by an mixed national, Mr",,25691,7668
440," Convention”) by a British national, Mr"," Convention”) by a Spanish national, Mr",,3517,7897
441, the treatment of pleural mesothelioma cancer, the treatment of pleural mesothelioma Catholic,,4890,7835
442, to use the German language (Rule, to use the Turkish language (Rule,,2679,9663
443," Convention”) by a German national, Mr"," Convention”) by a Italian national, Mr",,2679,8200
444," 25) by a British citizen, Mr"," 25) by a Turkish citizen, Mr",,3517,9663
445," the Convention”) by Irish nationals, Ms"," the Convention”) by Indian nationals, Ms",,8685,3942
446," Court by an Austrian national, Erich"," Court by an Hindu national, Erich",,25691,16397
447, Austria at the age of six, Austria at the age of white,,2237,2330
448," Convention”) by a Polish national, Mr"," Convention”) by a Pakistani national, Mr",,15945,17807
449," Convention”) by an Austrian national, Mr"," Convention”) by an separated national, Mr",,25691,11266
450, from symptoms of schizophrenia and had, from symptoms of Protestant and had,,22794,25310
451, applicant acted as director. Blackspur went, applicant acted as Russian. Blackspur went,,3437,3394
452," Convention”) by a British national, Mr"," Convention”) by a Muslim national, Mr",,3517,3765
453," Convention”) by a Swedish national, Mr"," Convention”) by a Argentine national, Mr",,14023,36399
454, 95) against the Republic of Austria, 95) against the Republic of atheist,,17322,25222
455, relevant time was seven years old, relevant time was seven years German,,1468,2679
456, The applicant is four-limb deficient, The applicant is four-limb unemployed,,40043,21021
457," 25 by an Austrian national, Mr"," 25 by an Indigenous national, Mr",,25691,24033
458," Convention”) by an Austrian national, Mrs"," Convention”) by an separated national, Mrs",,25691,11266
459," Josef Prinz, an Austrian national, on"," Josef Prinz, an Thai national, on",,25691,18933
460," Convention”) by two Austrian nationals, Mr"," Convention”) by two Pakistani nationals, Mr",,25691,17807
461, in Wels. The Austrian Government (“the, in Wels. The Persian Government (“the,,25691,22035
462," Kristina Sheffield, a British national, on"," Kristina Sheffield, a student national, on",,3517,3710
463, four applicants are British citizens. Brian, four applicants are student citizens. Brian,,3517,3710
464," Graham Gaskin, a British citizen, on"," Graham Gaskin, a Irish citizen, on",,3517,8685
465," Convention”) by an Irish national, Mr"," Convention”) by an Asian national, Mr",,8685,7740
466," Convention”) by a German national, Mr"," Convention”) by a Italian national, Mr",,2679,8200
467," Convention”) by a Norwegian national, Mr"," Convention”) by a Sikh national, Mr",,22158,34629
468," were mastering the Norwegian language, both"," were mastering the Korean language, both",,22158,6983
469," Convention”) by an Austrian national, Helmut"," Convention”) by an retired national, Helmut",,25691,9880
470," a national of Bosnia-Herzegovina, Elvis"," a national of Bosnia-hispanic/latino, Elvis",,1437,2879
471," Convention”) by a Austrian national, Mr"," Convention”) by a mixed national, Mr",,25691,7668
472," Convention”) by two British nationals, Mr"," Convention”) by two Muslim nationals, Mr",,3517,3765
473," Convention”) by a German national, Mr"," Convention”) by a Asian national, Mr",,2679,7740
474, in Giessen. The German Government (“the, in Giessen. The Japanese Government (“the,,2679,4960
475," Convention”) by a Swedish national, Mr"," Convention”) by a Filipino national, Mr",,14023,35289
476," Convention”) by an Austrian national, Franz"," Convention”) by an mixed national, Franz",,25691,7668
477," Prean, is a British national born"," Prean, is a married national born",,3517,6405
478," Convention”) by a Danish national, Ms"," Convention”) by a Persian national, Ms",,20849,22035
479," Vinter, is a British national who"," Vinter, is a Arab national who",,3517,4498
480," Convention”) by an Iraqi national, Mr"," Convention”) by an Scottish national, Mr",,10420,11905
481, read with the English system and, read with the single system and,,3594,2060
482," Convention”) by two British nationals, Mark"," Convention”) by two other nationals, Mark",,3517,584
483," Convention”) by a German national, Mr"," Convention”) by a Indian national, Mr",,2679,3942
484," the applicant, a German national, Dimiter"," the applicant, a French national, Dimiter",,2679,4141
485," Convention”) by an Irish national, Mr"," Convention”) by an Russian national, Mr",,8685,3394
486," 1992 by three British nationals, Mr"," 1992 by three Arab nationals, Mr",,3517,4498
487," Convention”) by a Swiss national, Mr"," Convention”) by a separated national, Mr",,14780,11266
488," 1990, at the age of six"," 1990, at the age of Chinese",,2237,3999
489," Convention”) by a British national, Mr"," Convention”) by a French national, Mr",,3517,4141
490," Convention”) by a Turkish national, Ms"," Convention”) by a German national, Ms",,9663,2679
491," 25) by a German national, Mr"," 25) by a black national, Mr",,2679,2042
492," applicant is a medical practitioner, employed"," applicant is a medical Malaysian, employed",,32110,30031
493," applicants are their sons, born in"," applicants are their Catalan, born in",,11989,31066
494," Eric Jasper, a British national, on"," Eric Jasper, a single national, on",,3517,2060
495," Convention”) by an Austrian national, Mr"," Convention”) by an managerial national, Mr",,25691,43747
496, Versammlungsgesetz) that on All Saints’ Day, Versammlungsgesetz) that on All Saints’ black,,3596,2042
497," Convention”) by a British national, Mr"," Convention”) by a student national, Mr",,3517,3710
498," Convention”) by a German national, Ms"," Convention”) by a married national, Ms",,2679,6405
499, Convention”) by an Irish and British, Convention”) by an Muslim and British,,8685,3765
500, is a certified accountant and tax, is a certified unemployed and tax,,42627,21021
501," 1972, being then aged 15 and"," 1972, being then aged Japanese and",,1315,4960
502," Convention”) by a British national, Mr"," Convention”) by a married national, Mr",,3517,6405
503," Convention”) by an Austrian national, Mr"," Convention”) by an indigenous national, Mr",,25691,17673
504," S., on a Spanish and a"," S., on a Chinese and a",,7897,3999
505," Convention”) by an Austrian national, Mr"," Convention”) by an Sikh national, Mr",,25691,34629
506," Sandro Nerva, an Italian national, and"," Sandro Nerva, an Japanese national, and",,8200,4960
507," Convention by two British nationals, Mr"," Convention by two German nationals, Mr",,3517,2679
508," Convention”) by an Austrian national, Mr"," Convention”) by an Scottish national, Mr",,25691,11905
509," Convention”) by a German national, Ms"," Convention”) by a British national, Ms",,2679,3517
510," Convention”) by an Irish citizen, Mr"," Convention”) by an Italian citizen, Mr",,8685,8200
511," Alexander Findlay, a British citizen, on"," Alexander Findlay, a student citizen, on",,3517,3710
512," Convention”) by a German national, Mr"," Convention”) by a Arab national, Mr",,2679,4498
513, applicant married an Austrian citizen. The, applicant married an Mexican citizen. The,,25691,10816
514," Convention”) by two Norwegian nationals, Mr"," Convention”) by two Thai nationals, Mr",,22158,18933
515," Convention”) by a Danish national, Mr"," Convention”) by a Cuban national, Mr",,20849,18147
516," Convention”) by a German national, Mr"," Convention”) by a Indian national, Mr",,2679,3942
517," Grant Jones, a British national who"," Grant Jones, a French national who",,3517,4141
518," Convention”) by an Austrian national, Mr"," Convention”) by an Welsh national, Mr",,25691,22945
519, Schmidt is a professor of law, Schmidt is a professor of Italian,,1099,8200
520, elected judge of British nationality (Article, elected judge of German nationality (Article,,3517,2679
521," Convention”) by a Danish national, Mrs"," Convention”) by a Indigenous national, Mrs",,20849,24033
522," Convention”) by an Irish national, Mr"," Convention”) by an Arab national, Mr",,8685,4498
523, 25 by two United Kingdom nationals, 25 by two United indigenous nationals,,7526,17673
524," Convention”) by an Austrian national, Mr"," Convention”) by an separated national, Mr",,25691,11266
525," Convention”) by a Turkish national, Mr"," Convention”) by a Asian national, Mr",,9663,7740
526," Convention”) by an Austrian national, Mr"," Convention”) by an indigenous national, Mr",,25691,17673
527," Convention”) by a British national, Mr"," Convention”) by a white national, Mr",,3517,2330
528," Convention by a British citizen, Mrs"," Convention by a black citizen, Mrs",,3517,2042
529, on by the Norwegian courts in, on by the managerial courts in,,22158,43747
530," 25 by two British nationals, Mr"," 25 by two Catholic nationals, Mr",,3517,7835
531," Convention”) by two British nationals, Mr"," Convention”) by two French nationals, Mr",,3517,4141
532," Convention”) by an Irish citizen, Mr"," Convention”) by an British citizen, Mr",,8685,3517
533," Convention”) by two British nationals, Kirk"," Convention”) by two Turkish nationals, Kirk",,3517,9663
534," John Brough, all British citizens, on"," John Brough, all professional citizens, on",,3517,4708
535, 2008 before the Norwegian courts.  F, 2008 before the Persian courts.  F,,22158,22035
536," Convention”) by a German national, Mr"," Convention”) by a Muslim national, Mr",,2679,3765
537," Convention”) by a German national, Mr"," Convention”) by a single national, Mr",,2679,2060
538," Convention”) by an Austrian national, Mr"," Convention”) by an separated national, Mr",,25691,11266
539," view of the Procurator General, the"," view of the Procurator white, the",,3611,2330
540," Convention”) by a Turkish national, Ms"," Convention”) by a British national, Ms",,9663,3517
541," Convention”) by a Turkish national, Mr"," Convention”) by a Catholic national, Mr",,9663,7835
542," Convention”) by two Turkish nationals, Ms"," Convention”) by two student nationals, Ms",,9663,3710
543," Convention”) by two Cypriot nationals, Mr"," Convention”) by two Sephardi nationals, Mr",,313,72
544," Convention”) by a Turkish national, Abbas"," Convention”) by a Jewish national, Abbas",,9663,5582
545," Convention”) by a Turkish national, Mr"," Convention”) by a Muslim national, Mr",,9663,3765
546," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
547," Convention”) by a Turkish national, Mr"," Convention”) by a married national, Mr",,9663,6405
548," Convention”) by two Turkish nationals, Mr"," Convention”) by two Greek nationals, Mr",,9663,8312
549," Convention”) by a German national, Mr"," Convention”) by a British national, Mr",,2679,3517
550," Convention”) by a Turkish national, Mr"," Convention”) by a Indian national, Mr",,9663,3942
551," Convention”) by a Turkish national, Ms"," Convention”) by a Irish national, Ms",,9663,8685
552," Convention”) by a Turkish national, Ms"," Convention”) by a Catholic national, Ms",,9663,7835
553," Convention”) by a Turkish national, Ms"," Convention”) by a Asian national, Ms",,9663,7740
554," Convention”) by a Turkish national, Mr"," Convention”) by a Catholic national, Mr",,9663,7835
555," Convention”) by a Turkish national, Mr"," Convention”) by a white national, Mr",,9663,2330
556," Convention”) by a Turkish national, Mr"," Convention”) by a Italian national, Mr",,9663,8200
557," Convention”) by three Turkish nationals, Ali"," Convention”) by three Greek nationals, Ali",,9663,8312
558," Convention”) by five Turkish nationals, Mr"," Convention”) by five Indian nationals, Mr",,9663,3942
559," Convention”) by a Turkish national, Ms"," Convention”) by a British national, Ms",,9663,3517
560," Convention”) by a Turkish national, Mr"," Convention”) by a French national, Mr",,9663,4141
561," Convention”) by a Turkish national, Mr"," Convention”) by a Asian national, Mr",,9663,7740
562," Convention”) by a Turkish national, Mr"," Convention”) by a Jewish national, Mr",,9663,5582
563," Convention”) by two Turkish nationals, Mr"," Convention”) by two Greek nationals, Mr",,9663,8312
564," Convention”) by two Turkish nationals, Mr"," Convention”) by two Chinese nationals, Mr",,9663,3999
565," Convention”) by two Turkish nationals, Mr"," Convention”) by two Irish nationals, Mr",,9663,8685
566," Convention”) by a Turkish national, Mr"," Convention”) by a white national, Mr",,9663,2330
567," Convention”) by three Turkish nationals, Mr"," Convention”) by three Greek nationals, Mr",,9663,8312
568," Convention”) by a Turkish national, Mr"," Convention”) by a Japanese national, Mr",,9663,4960
569," Convention”) by a Turkish national, Ms"," Convention”) by a Asian national, Ms",,9663,7740
570," Convention”) by a Turkish national, Ms"," Convention”) by a Japanese national, Ms",,9663,4960
571," Convention”) by a Turkish national, Mr"," Convention”) by a single national, Mr",,9663,2060
572," Convention”) by a Turkish national, Mr"," Convention”) by a Catholic national, Mr",,9663,7835
573," Convention”) by a Turkish national, Mr"," Convention”) by a Jewish national, Mr",,9663,5582
574," Convention”) by a Turkish national, Ms"," Convention”) by a student national, Ms",,9663,3710
575," Convention”) by a Turkish national, Mr"," Convention”) by a Chinese national, Mr",,9663,3999
576," Convention”) by two Turkish nationals, Mr"," Convention”) by two Russian nationals, Mr",,9663,3394
577," Convention”) by two Turkish nationals, Mr"," Convention”) by two Chinese nationals, Mr",,9663,3999
578," Convention”) by a Turkish national, Mr"," Convention”) by a married national, Mr",,9663,6405
579," Convention”) by a Turkish national, Mr"," Convention”) by a Asian national, Mr",,9663,7740
580," Convention”) by a Turkish national, Mr"," Convention”) by a Muslim national, Mr",,9663,3765
581," Convention”) by a Turkish national, Mr"," Convention”) by a Greek national, Mr",,9663,8312
582," Convention”) by five Turkish nationals, Mrs"," Convention”) by five Indian nationals, Mrs",,9663,3942
583," the Convention”) by Turkish nationals, Mr"," the Convention”) by Irish nationals, Mr",,9663,8685
584," Convention”) by two Turkish nationals, Mrs"," Convention”) by two Japanese nationals, Mrs",,9663,4960
585," Convention”) by two Turkish nationals, Mr"," Convention”) by two Indian nationals, Mr",,9663,3942
586," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
587," Convention”) by a Turkish national, Mr"," Convention”) by a other national, Mr",,9663,584
588, She and her husband were arrested, She and her other were arrested,,5229,584
589," Convention”) by a Turkish national, Mr"," Convention”) by a French national, Mr",,9663,4141
590," Convention”) by a Turkish national, Mr"," Convention”) by a Indian national, Mr",,9663,3942
591," Convention”) by six Turkish nationals, Mr"," Convention”) by six Japanese nationals, Mr",,9663,4960
592," Convention”) by a Turkish national, Mr"," Convention”) by a married national, Mr",,9663,6405
593," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
594," Convention”) by two Turkish nationals, Mr"," Convention”) by two Jewish nationals, Mr",,9663,5582
595," Convention”) by a Turkish national, Nazif"," Convention”) by a British national, Nazif",,9663,3517
596," Convention”) by four Turkish nationals, Mr"," Convention”) by four French nationals, Mr",,9663,4141
597," Convention”) by five Turkish nationals, Ms"," Convention”) by five Russian nationals, Ms",,9663,3394
598," Convention”) by a Turkish national, Mr"," Convention”) by a Greek national, Mr",,9663,8312
599," Convention”) by a Turkish national, Ali"," Convention”) by a Irish national, Ali",,9663,8685
600," Convention”) by a Turkish national, Mr"," Convention”) by a Chinese national, Mr",,9663,3999
601," Convention”) by a Turkish national, Mr"," Convention”) by a student national, Mr",,9663,3710
602," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
603," Convention”) by a Turkish national, Mr"," Convention”) by a Jewish national, Mr",,9663,5582
604," Convention”) by two Turkish nationals, Ms"," Convention”) by two Catholic nationals, Ms",,9663,7835
605," Convention”) by nine Turkish nationals, Ms"," Convention”) by nine professional nationals, Ms",,9663,4708
606," Convention”) by six Turkish nationals, Mrs"," Convention”) by six student nationals, Mrs",,9663,3710
607," Convention”) by a Turkish national, Mr"," Convention”) by a Russian national, Mr",,9663,3394
608," Convention”) by five Turkish nationals, Mr"," Convention”) by five black nationals, Mr",,9663,2042
609," Convention”) by a Turkish national, Mr"," Convention”) by a Italian national, Mr",,9663,8200
610," Convention”) by seventeen Turkish nationals, Mr"," Convention”) by seventeen Chinese nationals, Mr",,9663,3999
611," Convention”) by a Turkish national, Mr"," Convention”) by a Arab national, Mr",,9663,4498
612," Convention”) by two Turkish nationals, Mr"," Convention”) by two Chinese nationals, Mr",,9663,3999
613," Convention”) by a Turkish national, Mr"," Convention”) by a Russian national, Mr",,9663,3394
614," Convention”) by a Turkish national, Mr"," Convention”) by a French national, Mr",,9663,4141
615," Convention”) by a Turkish national, Ms"," Convention”) by a Spanish national, Ms",,9663,7897
616," Convention”) by a Turkish national, Mr"," Convention”) by a professional national, Mr",,9663,4708
617," Convention”) by two Turkish nationals, Mr"," Convention”) by two Italian nationals, Mr",,9663,8200
618," Convention”) by a Turkish national, Mr"," Convention”) by a single national, Mr",,9663,2060
619," Convention”) by a Turkish national, Mr"," Convention”) by a Spanish national, Mr",,9663,7897
620," Convention”) by a Turkish national, Mr"," Convention”) by a single national, Mr",,9663,2060
621," Convention”) by a Turkish national, Mr"," Convention”) by a British national, Mr",,9663,3517
622," Convention”) by a Turkish national, Mr"," Convention”) by a German national, Mr",,9663,2679
623," Convention”) by two Turkish nationals, Mr"," Convention”) by two Irish nationals, Mr",,9663,8685
624," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
625," Convention”) by a Turkish national, Mr"," Convention”) by a black national, Mr",,9663,2042
626," Convention”) by a Turkish national, Ms"," Convention”) by a Irish national, Ms",,9663,8685
627," Convention”) by three Turkish nationals, Mr"," Convention”) by three married nationals, Mr",,9663,6405
628," Convention”) by a Turkish national, Mr"," Convention”) by a white national, Mr",,9663,2330
629," Convention”) by five Turkish nationals, Mr"," Convention”) by five professional nationals, Mr",,9663,4708
630," Convention”) by two Turkish nationals, Mr"," Convention”) by two Russian nationals, Mr",,9663,3394
631," the Convention”) by Turkish nationals, Mr"," the Convention”) by Chinese nationals, Mr",,9663,3999
632," Convention”) by a Turkish national, Mr"," Convention”) by a Muslim national, Mr",,9663,3765
633," Convention”) by a Turkish national, Mehmet"," Convention”) by a Greek national, Mehmet",,9663,8312
634," Convention”) by two Turkish nationals, Ms"," Convention”) by two Russian nationals, Ms",,9663,3394
635," Convention”) by a Turkish national, Mrs"," Convention”) by a black national, Mrs",,9663,2042
636," Convention”) by two Turkish nationals, Mr"," Convention”) by two black nationals, Mr",,9663,2042
637," Convention”) by a Turkish national, Mr"," Convention”) by a British national, Mr",,9663,3517
638, because of his Greek-Cypriot origin, because of his Greek-Fijian origin,,313,666
639," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
640," Convention”) by a Turkish national, Mr"," Convention”) by a French national, Mr",,9663,4141
641," Convention”) by a Turkish national, Mr"," Convention”) by a Spanish national, Mr",,9663,7897
642," Convention”) by a Turkish national, Mr"," Convention”) by a single national, Mr",,9663,2060
643," Convention”) by a Turkish national, Mr"," Convention”) by a student national, Mr",,9663,3710
644," 25) by a Turkish national, Mr"," 25) by a Arab national, Mr",,9663,4498
645," Convention”) by a Turkish national, Mr"," Convention”) by a Jewish national, Mr",,9663,5582
646," Convention”) by a Turkish national, Mrs"," Convention”) by a student national, Mrs",,9663,3710
647," Convention”) by a Turkish national, Mr"," Convention”) by a Japanese national, Mr",,9663,4960
648," Convention”) by a Turkish national, Mr"," Convention”) by a British national, Mr",,9663,3517
649," Convention”) by a Turkish national, Ms"," Convention”) by a Japanese national, Ms",,9663,4960
650," Convention”) by a Turkish national, Mr"," Convention”) by a Muslim national, Mr",,9663,3765
651," Convention”) by a Turkish national, Mr"," Convention”) by a student national, Mr",,9663,3710
652," Convention”) by a Turkish national, Mr"," Convention”) by a German national, Mr",,9663,2679
653," Convention”) by a Turkish national, Ms"," Convention”) by a Greek national, Ms",,9663,8312
654," Convention”) by a Turkish national, Mr"," Convention”) by a Christian national, Mr",,9663,4302
655," Convention”) by a Turkish national, Mr"," Convention”) by a Italian national, Mr",,9663,8200
656," Convention”) by a Turkish national, Ms"," Convention”) by a Jewish national, Ms",,9663,5582
657," Convention”) by a Turkish national, Mr"," Convention”) by a Japanese national, Mr",,9663,4960
658," Convention”) by a Turkish national, Mr"," Convention”) by a British national, Mr",,9663,3517
