Unnamed: 0,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx,correct_name,incorrect_name
671,"When Dustin and Allison got a basketball at the school, Allison decided to give it to","When Dustin and Allison got a basketball at the school, Gregory decided to give it to","When Dustin and Allison got a basketball at the school, Dustin decided to give it to",79418,63508,Dustin,Allison
579,"Then, Lisa and Sarah were working at the hospital. Lisa decided to give a necklace to","Then, Lisa and Sarah were working at the hospital. Joseph decided to give a necklace to","Then, Lisa and Sarah were working at the hospital. Sarah decided to give a necklace to",21077,29656,Sarah,Lisa
962,"Then, Melissa and Michelle had a long argument, and afterwards Michelle said to","Then, Melissa and Michelle had a long argument, and afterwards Alexander said to","Then, Melissa and Michelle had a long argument, and afterwards Melissa said to",48148,33126,Melissa,Michelle
402,"Then, Steven and Brittany went to the restaurant. Steven gave a drink to","Then, Steven and Brittany went to the restaurant. Vanessa gave a drink to","Then, Steven and Brittany went to the restaurant. Brittany gave a drink to",89254,24565,Brittany,Steven
641,"After Kevin and Mary went to the office, Mary gave a snack to","After Kevin and Mary went to the office, Anthony gave a snack to","After Kevin and Mary went to the office, Kevin gave a snack to",16768,10455,Kevin,Mary
7,"Then, Robert and Laura were working at the station. Robert decided to give a bone to","Then, Robert and Laura were working at the station. Crystal decided to give a bone to","Then, Robert and Laura were working at the station. Laura decided to give a bone to",30928,8563,Laura,Robert
333,"Then, Brian and Jennifer had a lot of fun at the house. Brian gave a computer to","Then, Brian and Jennifer had a lot of fun at the house. David gave a computer to","Then, Brian and Jennifer had a lot of fun at the house. Jennifer gave a computer to",30750,17520,Jennifer,Brian
937,"When Samuel and Sean got a computer at the garden, Samuel decided to give it to","When Samuel and Sean got a computer at the garden, Bryan decided to give it to","When Samuel and Sean got a computer at the garden, Sean decided to give it to",26044,33007,Sean,Samuel
467,"After Alexander and Kenneth went to the office, Kenneth gave a drink to","After Alexander and Kenneth went to the office, Ryan gave a drink to","After Alexander and Kenneth went to the office, Alexander gave a drink to",20643,49498,Alexander,Kenneth
567,"Then, Steven and Scott had a long argument, and afterwards Scott said to","Then, Steven and Scott had a long argument, and afterwards Paul said to","Then, Steven and Scott had a long argument, and afterwards Steven said to",24565,10016,Steven,Scott
150,"Then, Tiffany and Andrea had a long argument, and afterwards Andrea said to","Then, Tiffany and Andrea had a long argument, and afterwards Kenneth said to","Then, Tiffany and Andrea had a long argument, and afterwards Tiffany said to",68573,41184,Tiffany,Andrea
307,"Then, Alexander and Christopher were thinking about going to the store. Christopher wanted to give a drink to","Then, Alexander and Christopher were thinking about going to the store. Brian wanted to give a drink to","Then, Alexander and Christopher were thinking about going to the store. Alexander wanted to give a drink to",20643,26035,Alexander,Christopher
19,"Then, Alicia and James had a lot of fun at the school. Alicia gave a ring to","Then, Alicia and James had a lot of fun at the school. Benjamin gave a ring to","Then, Alicia and James had a lot of fun at the school. James gave a ring to",7957,80002,James,Alicia
540,"Then, Rachel and Andrew were working at the school. Andrew decided to give a computer to","Then, Rachel and Andrew were working at the school. Rebecca decided to give a computer to","Then, Rachel and Andrew were working at the school. Rachel decided to give a computer to",32532,13929,Rachel,Andrew
190,"Then, Samantha and Lindsay were thinking about going to the house. Lindsay wanted to give a drink to","Then, Samantha and Lindsay were thinking about going to the house. Laura wanted to give a drink to","Then, Samantha and Lindsay were thinking about going to the house. Samantha wanted to give a drink to",63908,63884,Samantha,Lindsay
963,"When Melissa and Joshua got a snack at the store, Joshua decided to give it to","When Melissa and Joshua got a snack at the store, Nicholas decided to give it to","When Melissa and Joshua got a snack at the store, Melissa decided to give it to",48148,40592,Melissa,Joshua
925,"Then, Lisa and Sara went to the garden. Lisa gave a drink to","Then, Lisa and Sara went to the garden. Crystal gave a drink to","Then, Lisa and Sara went to the garden. Sara gave a drink to",44020,29656,Sara,Lisa
763,"Then, Eric and Samantha had a long argument, and afterwards Eric said to","Then, Eric and Samantha had a long argument, and afterwards Courtney said to","Then, Eric and Samantha had a long argument, and afterwards Samantha said to",63908,16645,Samantha,Eric
64,"After Charles and Jonathan went to the store, Jonathan gave a computer to","After Charles and Jonathan went to the store, Sean gave a computer to","After Charles and Jonathan went to the store, Charles gave a computer to",15274,24150,Charles,Jonathan
562,"Then, Erin and Shannon were working at the house. Erin decided to give a drink to","Then, Erin and Shannon were working at the house. Rebecca decided to give a drink to","Then, Erin and Shannon were working at the house. Shannon decided to give a drink to",54763,56914,Shannon,Erin
788,"After Shannon and Jacob went to the office, Shannon gave a kiss to","After Shannon and Jacob went to the office, Amy gave a kiss to","After Shannon and Jacob went to the office, Jacob gave a kiss to",25537,54763,Jacob,Shannon
445,"Then, Kimberly and Jessica were thinking about going to the store. Kimberly wanted to give a computer to","Then, Kimberly and Jessica were thinking about going to the store. Angela wanted to give a computer to","Then, Kimberly and Jessica were thinking about going to the store. Jessica wanted to give a computer to",33467,86753,Jessica,Kimberly
801,"Then, Courtney and Nathan had a lot of fun at the station. Nathan gave a kiss to","Then, Courtney and Nathan had a lot of fun at the station. Gregory gave a kiss to","Then, Courtney and Nathan had a lot of fun at the station. Courtney gave a kiss to",71782,37837,Courtney,Nathan
365,"Then, Joshua and Sean were thinking about going to the office. Joshua wanted to give a drink to","Then, Joshua and Sean were thinking about going to the office. Anthony wanted to give a drink to","Then, Joshua and Sean were thinking about going to the office. Sean wanted to give a drink to",26044,40592,Sean,Joshua
337,"Then, James and John were working at the school. James decided to give a bone to","Then, James and John were working at the school. Benjamin decided to give a bone to","Then, James and John were working at the school. John decided to give a bone to",3842,7957,John,James
259,"Then, Kristen and Samuel were working at the office. Kristen decided to give a snack to","Then, Kristen and Samuel were working at the office. Heather decided to give a snack to","Then, Kristen and Samuel were working at the office. Samuel decided to give a snack to",33007,77214,Samuel,Kristen
239,"After Matthew and Megan went to the office, Megan gave a computer to","After Matthew and Megan went to the office, Nathan gave a computer to","After Matthew and Megan went to the office, Matthew gave a computer to",19475,55629,Matthew,Megan
837,"Then, Jacob and Shannon had a long argument, and afterwards Shannon said to","Then, Jacob and Shannon had a long argument, and afterwards Bradley said to","Then, Jacob and Shannon had a long argument, and afterwards Jacob said to",25537,54763,Jacob,Shannon
999,"Then, Brittany and David went to the garden. David gave a computer to","Then, Brittany and David went to the garden. Mark gave a computer to","Then, Brittany and David went to the garden. Brittany gave a computer to",89254,6941,Brittany,David
243,"After Richard and Scott went to the restaurant, Richard gave a basketball to","After Richard and Scott went to the restaurant, Courtney gave a basketball to","After Richard and Scott went to the restaurant, Scott gave a basketball to",10016,12131,Scott,Richard
413,"Then, Bryan and Bradley were thinking about going to the house. Bradley wanted to give a necklace to","Then, Bryan and Bradley were thinking about going to the house. Laura wanted to give a necklace to","Then, Bryan and Bradley were thinking about going to the house. Bryan wanted to give a necklace to",37453,37548,Bryan,Bradley
908,"Then, Vanessa and Paul had a lot of fun at the school. Paul gave a basketball to","Then, Vanessa and Paul had a lot of fun at the school. Angela gave a basketball to","Then, Vanessa and Paul had a lot of fun at the school. Vanessa gave a basketball to",71619,7043,Vanessa,Paul
13,"Then, Ashley and Erica had a lot of fun at the station. Ashley gave a computer to","Then, Ashley and Erica had a lot of fun at the station. Lauren gave a computer to","Then, Ashley and Erica had a lot of fun at the station. Erica gave a computer to",92935,38218,Erica,Ashley
280,"After Lindsay and Bradley went to the office, Bradley gave a basketball to","After Lindsay and Bradley went to the office, Tyler gave a basketball to","After Lindsay and Bradley went to the office, Lindsay gave a basketball to",63884,37548,Lindsay,Bradley
770,"Then, Amanda and James were working at the store. James decided to give a ring to","Then, Amanda and James were working at the store. Jonathan decided to give a ring to","Then, Amanda and James were working at the store. Amanda decided to give a ring to",42859,7957,Amanda,James
596,"Then, Jose and Alexander had a lot of fun at the hospital. Jose gave a necklace to","Then, Jose and Alexander had a lot of fun at the hospital. Andrew gave a necklace to","Then, Jose and Alexander had a lot of fun at the hospital. Alexander gave a necklace to",20643,11097,Alexander,Jose
352,"After Jonathan and Courtney went to the house, Jonathan gave a basketball to","After Jonathan and Courtney went to the house, Jennifer gave a basketball to","After Jonathan and Courtney went to the house, Courtney gave a basketball to",71782,24150,Courtney,Jonathan
680,"Then, Danielle and Jessica had a lot of fun at the restaurant. Jessica gave a ring to","Then, Danielle and Jessica had a lot of fun at the restaurant. Nathan gave a ring to","Then, Danielle and Jessica had a lot of fun at the restaurant. Danielle gave a ring to",72716,33467,Danielle,Jessica
51,"Then, Daniel and Laura had a lot of fun at the store. Daniel gave a snack to","Then, Daniel and Laura had a lot of fun at the store. Aaron gave a snack to","Then, Daniel and Laura had a lot of fun at the store. Laura gave a snack to",30928,15469,Laura,Daniel
364,"When Lindsey and Sara got a snack at the station, Sara decided to give it to","When Lindsey and Sara got a snack at the station, Alexander decided to give it to","When Lindsey and Sara got a snack at the station, Lindsey decided to give it to",65379,44020,Lindsey,Sara
859,"Then, Lisa and Stephen were working at the store. Stephen decided to give a kiss to","Then, Lisa and Stephen were working at the store. Christina decided to give a kiss to","Then, Lisa and Stephen were working at the store. Lisa decided to give a kiss to",29656,18587,Lisa,Stephen
882,"Then, Jonathan and Stephanie had a lot of fun at the house. Stephanie gave a bone to","Then, Jonathan and Stephanie had a lot of fun at the house. Vanessa gave a bone to","Then, Jonathan and Stephanie had a lot of fun at the house. Jonathan gave a bone to",24150,49243,Jonathan,Stephanie
198,"Then, William and Andrew had a lot of fun at the station. William gave a snack to","Then, William and Andrew had a lot of fun at the station. Justin gave a snack to","Then, William and Andrew had a lot of fun at the station. Andrew gave a snack to",13929,12656,Andrew,William
269,"Then, Sarah and Stephen had a lot of fun at the store. Stephen gave a drink to","Then, Sarah and Stephen had a lot of fun at the store. Samuel gave a drink to","Then, Sarah and Stephen had a lot of fun at the store. Sarah gave a drink to",21077,18587,Sarah,Stephen
474,"When Richard and Jose got a kiss at the restaurant, Jose decided to give it to","When Richard and Jose got a kiss at the restaurant, Kevin decided to give it to","When Richard and Jose got a kiss at the restaurant, Richard decided to give it to",12131,11097,Richard,Jose
756,"Then, Joshua and Matthew were working at the store. Matthew decided to give a necklace to","Then, Joshua and Matthew were working at the store. Samuel decided to give a necklace to","Then, Joshua and Matthew were working at the store. Joshua decided to give a necklace to",40592,19475,Joshua,Matthew
233,"Then, Mark and Amy were thinking about going to the station. Mark wanted to give a drink to","Then, Mark and Amy were thinking about going to the station. Christine wanted to give a drink to","Then, Mark and Amy were thinking about going to the station. Amy wanted to give a drink to",29793,4488,Amy,Mark
673,"Then, Christopher and Sean went to the restaurant. Christopher gave a ring to","Then, Christopher and Sean went to the restaurant. Joshua gave a ring to","Then, Christopher and Sean went to the restaurant. Sean gave a ring to",26044,26035,Sean,Christopher
877,"When Elizabeth and Charles got a computer at the office, Charles decided to give it to","When Elizabeth and Charles got a computer at the office, David decided to give it to","When Elizabeth and Charles got a computer at the office, Elizabeth decided to give it to",21393,15274,Elizabeth,Charles
210,"Then, Patrick and William had a lot of fun at the hospital. William gave a necklace to","Then, Patrick and William had a lot of fun at the hospital. Ryan gave a necklace to","Then, Patrick and William had a lot of fun at the hospital. Patrick gave a necklace to",20199,12656,Patrick,William
390,"When Lisa and Alicia got a kiss at the hospital, Alicia decided to give it to","When Lisa and Alicia got a kiss at the hospital, Elizabeth decided to give it to","When Lisa and Alicia got a kiss at the hospital, Lisa decided to give it to",29656,80002,Lisa,Alicia
777,"Then, Nathan and Christina had a long argument, and afterwards Christina said to","Then, Nathan and Christina had a long argument, and afterwards Brittany said to","Then, Nathan and Christina had a long argument, and afterwards Nathan said to",37837,60771,Nathan,Christina
169,"Then, Crystal and Samuel were thinking about going to the store. Crystal wanted to give a snack to","Then, Crystal and Samuel were thinking about going to the store. Alexander wanted to give a snack to","Then, Crystal and Samuel were thinking about going to the store. Samuel wanted to give a snack to",33007,29016,Samuel,Crystal
838,"Then, Anthony and Tiffany were working at the garden. Anthony decided to give a snack to","Then, Anthony and Tiffany were working at the garden. Andrew decided to give a snack to","Then, Anthony and Tiffany were working at the garden. Tiffany decided to give a snack to",68573,21353,Tiffany,Anthony
845,"Then, Angela and Adam were working at the hospital. Adam decided to give a bone to","Then, Angela and Adam were working at the hospital. Patrick decided to give a bone to","Then, Angela and Adam were working at the hospital. Angela decided to give a bone to",38243,15387,Angela,Adam
822,"Then, Jennifer and Adam went to the garden. Adam gave a bone to","Then, Jennifer and Adam went to the garden. Megan gave a bone to","Then, Jennifer and Adam went to the garden. Jennifer gave a bone to",30750,15387,Jennifer,Adam
923,"Then, Dustin and Emily had a long argument, and afterwards Emily said to","Then, Dustin and Emily had a long argument, and afterwards Eric said to","Then, Dustin and Emily had a long argument, and afterwards Dustin said to",79418,35266,Dustin,Emily
623,"Then, Charles and John went to the school. John gave a kiss to","Then, Charles and John went to the school. Rebecca gave a kiss to","Then, Charles and John went to the school. Charles gave a kiss to",15274,3842,Charles,John
349,"After Nathan and Paul went to the hospital, Nathan gave a ring to","After Nathan and Paul went to the hospital, Amber gave a ring to","After Nathan and Paul went to the hospital, Paul gave a ring to",7043,37837,Paul,Nathan
702,"Then, Melissa and Kyle went to the school. Melissa gave a bone to","Then, Melissa and Kyle went to the school. Sean gave a bone to","Then, Melissa and Kyle went to the school. Kyle gave a bone to",31359,48148,Kyle,Melissa
180,"Then, William and Brittany were thinking about going to the school. Brittany wanted to give a drink to","Then, William and Brittany were thinking about going to the school. Megan wanted to give a drink to","Then, William and Brittany were thinking about going to the school. William wanted to give a drink to",12656,89254,William,Brittany
800,"Then, Mark and Jesse went to the hospital. Jesse gave a drink to","Then, Mark and Jesse went to the hospital. Courtney gave a drink to","Then, Mark and Jesse went to the hospital. Mark gave a drink to",4488,40271,Mark,Jesse
142,"Then, Gregory and Kevin were working at the station. Gregory decided to give a ring to","Then, Gregory and Kevin were working at the station. Jeffrey decided to give a ring to","Then, Gregory and Kevin were working at the station. Kevin decided to give a ring to",16768,44069,Kevin,Gregory
158,"Then, Jessica and Richard had a long argument, and afterwards Jessica said to","Then, Jessica and Richard had a long argument, and afterwards Katherine said to","Then, Jessica and Richard had a long argument, and afterwards Richard said to",12131,33467,Richard,Jessica
726,"Then, Cody and Kelly were working at the house. Kelly decided to give a basketball to","Then, Cody and Kelly were working at the house. Jason decided to give a basketball to","Then, Cody and Kelly were working at the house. Cody decided to give a basketball to",58382,19178,Cody,Kelly
336,"Then, Crystal and Shannon had a lot of fun at the station. Shannon gave a basketball to","Then, Crystal and Shannon had a lot of fun at the station. Aaron gave a basketball to","Then, Crystal and Shannon had a lot of fun at the station. Crystal gave a basketball to",29016,54763,Crystal,Shannon
654,"Then, Emily and Michelle had a lot of fun at the school. Emily gave a ring to","Then, Emily and Michelle had a lot of fun at the school. Lisa gave a ring to","Then, Emily and Michelle had a lot of fun at the school. Michelle gave a ring to",33126,35266,Michelle,Emily
906,"After Gregory and Kimberly went to the house, Kimberly gave a bone to","After Gregory and Kimberly went to the house, Michael gave a bone to","After Gregory and Kimberly went to the house, Gregory gave a bone to",44069,86753,Gregory,Kimberly
902,"When Travis and Alicia got a bone at the station, Travis decided to give it to","When Travis and Alicia got a bone at the station, Shannon decided to give it to","When Travis and Alicia got a bone at the station, Alicia decided to give it to",80002,41810,Alicia,Travis
863,"Then, Stephanie and Samantha had a long argument, and afterwards Samantha said to","Then, Stephanie and Samantha had a long argument, and afterwards Danielle said to","Then, Stephanie and Samantha had a long argument, and afterwards Stephanie said to",49243,63908,Stephanie,Samantha
771,"Then, Joshua and Jesse were working at the restaurant. Jesse decided to give a ring to","Then, Joshua and Jesse were working at the restaurant. Vanessa decided to give a ring to","Then, Joshua and Jesse were working at the restaurant. Joshua decided to give a ring to",40592,40271,Joshua,Jesse
83,"Then, Jason and Steven had a long argument, and afterwards Steven said to","Then, Jason and Steven had a long argument, and afterwards Timothy said to","Then, Jason and Steven had a long argument, and afterwards Jason said to",18984,24565,Jason,Steven
466,"Then, Rebecca and Kristen were working at the office. Rebecca decided to give a bone to","Then, Rebecca and Kristen were working at the office. Katie decided to give a bone to","Then, Rebecca and Kristen were working at the office. Kristen decided to give a bone to",77214,45557,Kristen,Rebecca
449,"Then, Mark and Brittany were thinking about going to the garden. Mark wanted to give a bone to","Then, Mark and Brittany were thinking about going to the garden. Christine wanted to give a bone to","Then, Mark and Brittany were thinking about going to the garden. Brittany wanted to give a bone to",89254,4488,Brittany,Mark
916,"Then, Rebecca and Shannon were working at the house. Shannon decided to give a bone to","Then, Rebecca and Shannon were working at the house. Joshua decided to give a bone to","Then, Rebecca and Shannon were working at the house. Rebecca decided to give a bone to",45557,54763,Rebecca,Shannon
924,"After Crystal and Kristen went to the garden, Crystal gave a necklace to","After Crystal and Kristen went to the garden, Elizabeth gave a necklace to","After Crystal and Kristen went to the garden, Kristen gave a necklace to",77214,29016,Kristen,Crystal
558,"Then, Elizabeth and Ryan had a lot of fun at the store. Ryan gave a necklace to","Then, Elizabeth and Ryan had a lot of fun at the store. Jacob gave a necklace to","Then, Elizabeth and Ryan had a lot of fun at the store. Elizabeth gave a necklace to",21393,13960,Elizabeth,Ryan
461,"Then, Allison and Samantha went to the garden. Allison gave a computer to","Then, Allison and Samantha went to the garden. David gave a computer to","Then, Allison and Samantha went to the garden. Samantha gave a computer to",63908,63508,Samantha,Allison
592,"Then, Jonathan and Kevin were thinking about going to the restaurant. Kevin wanted to give a kiss to","Then, Jonathan and Kevin were thinking about going to the restaurant. Bryan wanted to give a kiss to","Then, Jonathan and Kevin were thinking about going to the restaurant. Jonathan wanted to give a kiss to",24150,16768,Jonathan,Kevin
200,"Then, Dustin and Crystal had a long argument, and afterwards Crystal said to","Then, Dustin and Crystal had a long argument, and afterwards Jesse said to","Then, Dustin and Crystal had a long argument, and afterwards Dustin said to",79418,29016,Dustin,Crystal
749,"Then, Lindsay and Angela went to the school. Angela gave a snack to","Then, Lindsay and Angela went to the school. Sarah gave a snack to","Then, Lindsay and Angela went to the school. Lindsay gave a snack to",63884,38243,Lindsay,Angela
742,"Then, Jennifer and Michael went to the station. Michael gave a necklace to","Then, Jennifer and Michael went to the station. Justin gave a necklace to","Then, Jennifer and Michael went to the station. Jennifer gave a necklace to",30750,8096,Jennifer,Michael
453,"After Mark and Timothy went to the house, Timothy gave a kiss to","After Mark and Timothy went to the house, Jamie gave a kiss to","After Mark and Timothy went to the house, Mark gave a kiss to",4488,45568,Mark,Timothy
254,"Then, Bryan and Brian were thinking about going to the hospital. Bryan wanted to give a snack to","Then, Bryan and Brian were thinking about going to the hospital. Patrick wanted to give a snack to","Then, Bryan and Brian were thinking about going to the hospital. Brian wanted to give a snack to",17520,37453,Brian,Bryan
45,"Then, Kristen and Andrew were working at the hospital. Kristen decided to give a kiss to","Then, Kristen and Andrew were working at the hospital. Anthony decided to give a kiss to","Then, Kristen and Andrew were working at the hospital. Andrew decided to give a kiss to",13929,77214,Andrew,Kristen
542,"After Elizabeth and Stephen went to the store, Elizabeth gave a kiss to","After Elizabeth and Stephen went to the store, Amber gave a kiss to","After Elizabeth and Stephen went to the store, Stephen gave a kiss to",18587,21393,Stephen,Elizabeth
957,"Then, Melissa and Nicholas had a long argument, and afterwards Nicholas said to","Then, Melissa and Nicholas had a long argument, and afterwards James said to","Then, Melissa and Nicholas had a long argument, and afterwards Melissa said to",48148,40796,Melissa,Nicholas
883,"Then, Samantha and Bradley had a lot of fun at the school. Samantha gave a ring to","Then, Samantha and Bradley had a lot of fun at the school. Ryan gave a ring to","Then, Samantha and Bradley had a lot of fun at the school. Bradley gave a ring to",37548,63908,Bradley,Samantha
289,"Then, Jennifer and Danielle were working at the hospital. Jennifer decided to give a ring to","Then, Jennifer and Danielle were working at the hospital. Brandon decided to give a ring to","Then, Jennifer and Danielle were working at the hospital. Danielle decided to give a ring to",72716,30750,Danielle,Jennifer
979,"Then, Allison and Stephen had a lot of fun at the office. Stephen gave a snack to","Then, Allison and Stephen had a lot of fun at the office. Lisa gave a snack to","Then, Allison and Stephen had a lot of fun at the office. Allison gave a snack to",63508,18587,Allison,Stephen
492,"Then, Cody and Emily went to the garden. Emily gave a basketball to","Then, Cody and Emily went to the garden. Lisa gave a basketball to","Then, Cody and Emily went to the garden. Cody gave a basketball to",58382,35266,Cody,Emily
787,"Then, Lindsay and Bryan had a long argument, and afterwards Lindsay said to","Then, Lindsay and Bryan had a long argument, and afterwards Ryan said to","Then, Lindsay and Bryan had a long argument, and afterwards Bryan said to",37453,63884,Bryan,Lindsay
497,"Then, Benjamin and Jeffrey went to the restaurant. Benjamin gave a ring to","Then, Benjamin and Jeffrey went to the restaurant. Katie gave a ring to","Then, Benjamin and Jeffrey went to the restaurant. Jeffrey gave a ring to",42107,30411,Jeffrey,Benjamin
242,"Then, Bradley and Christopher were working at the station. Christopher decided to give a basketball to","Then, Bradley and Christopher were working at the station. Michelle decided to give a basketball to","Then, Bradley and Christopher were working at the station. Bradley decided to give a basketball to",37548,26035,Bradley,Christopher
627,"Then, Jeffrey and Mark went to the office. Jeffrey gave a basketball to","Then, Jeffrey and Mark went to the office. Brandon gave a basketball to","Then, Jeffrey and Mark went to the office. Mark gave a basketball to",4488,42107,Mark,Jeffrey
644,"Then, Angela and Mark went to the office. Angela gave a kiss to","Then, Angela and Mark went to the office. Bradley gave a kiss to","Then, Angela and Mark went to the office. Mark gave a kiss to",4488,38243,Mark,Angela
552,"Then, Heather and Brandon went to the school. Heather gave a computer to","Then, Heather and Brandon went to the school. Kevin gave a computer to","Then, Heather and Brandon went to the school. Brandon gave a computer to",32866,47363,Brandon,Heather
601,"Then, John and Jessica had a long argument, and afterwards John said to","Then, John and Jessica had a long argument, and afterwards Angela said to","Then, John and Jessica had a long argument, and afterwards Jessica said to",33467,3842,Jessica,John
21,"Then, Ryan and Daniel went to the station. Daniel gave a bone to","Then, Ryan and Daniel went to the station. Stephanie gave a bone to","Then, Ryan and Daniel went to the station. Ryan gave a bone to",13960,15469,Ryan,Daniel
329,"After Erin and Scott went to the restaurant, Erin gave a ring to","After Erin and Scott went to the restaurant, Kyle gave a ring to","After Erin and Scott went to the restaurant, Scott gave a ring to",10016,56914,Scott,Erin
121,"When Brittany and Melissa got a kiss at the house, Melissa decided to give it to","When Brittany and Melissa got a kiss at the house, Heather decided to give it to","When Brittany and Melissa got a kiss at the house, Brittany decided to give it to",89254,48148,Brittany,Melissa
831,"Then, Mark and Erin had a lot of fun at the office. Erin gave a drink to","Then, Mark and Erin had a lot of fun at the office. Jonathan gave a drink to","Then, Mark and Erin had a lot of fun at the office. Mark gave a drink to",4488,56914,Mark,Erin
296,"Then, Joshua and Kristen went to the restaurant. Joshua gave a necklace to","Then, Joshua and Kristen went to the restaurant. Brittany gave a necklace to","Then, Joshua and Kristen went to the restaurant. Kristen gave a necklace to",77214,40592,Kristen,Joshua
608,"Then, Michael and Heather were thinking about going to the store. Heather wanted to give a basketball to","Then, Michael and Heather were thinking about going to the store. Nathan wanted to give a basketball to","Then, Michael and Heather were thinking about going to the store. Michael wanted to give a basketball to",8096,47363,Michael,Heather
716,"After James and Allison went to the school, James gave a ring to","After James and Allison went to the school, Rachel gave a ring to","After James and Allison went to the school, Allison gave a ring to",63508,7957,Allison,James
208,"Then, Sean and Matthew were working at the office. Sean decided to give a bone to","Then, Sean and Matthew were working at the office. Erin decided to give a bone to","Then, Sean and Matthew were working at the office. Matthew decided to give a bone to",19475,26044,Matthew,Sean
706,"Then, Katie and Paul had a lot of fun at the restaurant. Paul gave a bone to","Then, Katie and Paul had a lot of fun at the restaurant. Kelly gave a bone to","Then, Katie and Paul had a lot of fun at the restaurant. Katie gave a bone to",45563,7043,Katie,Paul
747,"Then, Stephen and Lauren had a lot of fun at the house. Stephen gave a basketball to","Then, Stephen and Lauren had a lot of fun at the house. Christina gave a basketball to","Then, Stephen and Lauren had a lot of fun at the house. Lauren gave a basketball to",43460,18587,Lauren,Stephen
895,"When Brittany and John got a necklace at the garden, John decided to give it to","When Brittany and John got a necklace at the garden, Lindsay decided to give it to","When Brittany and John got a necklace at the garden, Brittany decided to give it to",89254,3842,Brittany,John
222,"Then, Matthew and Heather went to the office. Matthew gave a ring to","Then, Matthew and Heather went to the office. Melissa gave a ring to","Then, Matthew and Heather went to the office. Heather gave a ring to",47363,19475,Heather,Matthew
132,"Then, Brandon and Jason had a long argument, and afterwards Brandon said to","Then, Brandon and Jason had a long argument, and afterwards Mary said to","Then, Brandon and Jason had a long argument, and afterwards Jason said to",18984,32866,Jason,Brandon
658,"Then, Rachel and Lauren had a long argument, and afterwards Rachel said to","Then, Rachel and Lauren had a long argument, and afterwards Adam said to","Then, Rachel and Lauren had a long argument, and afterwards Lauren said to",43460,32532,Lauren,Rachel
10,"When Timothy and Jennifer got a drink at the hospital, Timothy decided to give it to","When Timothy and Jennifer got a drink at the hospital, Bradley decided to give it to","When Timothy and Jennifer got a drink at the hospital, Jennifer decided to give it to",30750,45568,Jennifer,Timothy
796,"After Joseph and Amanda went to the house, Amanda gave a bone to","After Joseph and Amanda went to the house, Jeffrey gave a bone to","After Joseph and Amanda went to the house, Joseph gave a bone to",15466,42859,Joseph,Amanda
38,"Then, Eric and Christina were thinking about going to the office. Eric wanted to give a kiss to","Then, Eric and Christina were thinking about going to the office. Jamie wanted to give a kiss to","Then, Eric and Christina were thinking about going to the office. Christina wanted to give a kiss to",60771,16645,Christina,Eric
22,"Then, Tiffany and Samuel went to the house. Tiffany gave a bone to","Then, Tiffany and Samuel went to the house. John gave a bone to","Then, Tiffany and Samuel went to the house. Samuel gave a bone to",33007,68573,Samuel,Tiffany
54,"Then, Cody and Bradley had a lot of fun at the garden. Cody gave a drink to","Then, Cody and Bradley had a lot of fun at the garden. Rebecca gave a drink to","Then, Cody and Bradley had a lot of fun at the garden. Bradley gave a drink to",37548,58382,Bradley,Cody
683,"When Gregory and Timothy got a snack at the store, Gregory decided to give it to","When Gregory and Timothy got a snack at the store, Christina decided to give it to","When Gregory and Timothy got a snack at the store, Timothy decided to give it to",45568,44069,Timothy,Gregory
687,"When Bradley and Andrew got a ring at the office, Andrew decided to give it to","When Bradley and Andrew got a ring at the office, Kimberly decided to give it to","When Bradley and Andrew got a ring at the office, Bradley decided to give it to",37548,13929,Bradley,Andrew
511,"When Erica and Katie got a basketball at the station, Erica decided to give it to","When Erica and Katie got a basketball at the station, Jason decided to give it to","When Erica and Katie got a basketball at the station, Katie decided to give it to",45563,92935,Katie,Erica
392,"Then, Thomas and Kevin had a long argument, and afterwards Thomas said to","Then, Thomas and Kevin had a long argument, and afterwards Andrea said to","Then, Thomas and Kevin had a long argument, and afterwards Kevin said to",16768,11355,Kevin,Thomas
405,"Then, Heather and Sarah had a long argument, and afterwards Sarah said to","Then, Heather and Sarah had a long argument, and afterwards Danielle said to","Then, Heather and Sarah had a long argument, and afterwards Heather said to",47363,21077,Heather,Sarah
406,"Then, Sean and Amy were working at the school. Amy decided to give a drink to","Then, Sean and Amy were working at the school. Jesse decided to give a drink to","Then, Sean and Amy were working at the school. Sean decided to give a drink to",26044,29793,Sean,Amy
439,"When Paul and Bryan got a computer at the store, Paul decided to give it to","When Paul and Bryan got a computer at the store, Christine decided to give it to","When Paul and Bryan got a computer at the store, Bryan decided to give it to",37453,7043,Bryan,Paul
600,"After Kelly and Kenneth went to the restaurant, Kelly gave a snack to","After Kelly and Kenneth went to the restaurant, Daniel gave a snack to","After Kelly and Kenneth went to the restaurant, Kenneth gave a snack to",49498,19178,Kenneth,Kelly
730,"Then, Ryan and Scott went to the store. Scott gave a ring to","Then, Ryan and Scott went to the store. Gregory gave a ring to","Then, Ryan and Scott went to the store. Ryan gave a ring to",13960,10016,Ryan,Scott
969,"When Kevin and Alicia got a drink at the station, Alicia decided to give it to","When Kevin and Alicia got a drink at the station, Nicholas decided to give it to","When Kevin and Alicia got a drink at the station, Kevin decided to give it to",16768,80002,Kevin,Alicia
